SIMULATION PARAMETERS:
n = 90
m = 160
k = 1
p = 3
recruit_likeliness = 0.01
defeat_likeliness = 0.1
starting_control = 100
resource_noise_scale = 0.026352314

SIMULATION DATA:
t	NATION -1 SIZE	NATION -1 RESOURCES	NATION 0 SIZE	NATION 0 RESOURCES	NATION 1 SIZE	NATION 1 RESOURCES	NATION 2 SIZE	NATION 2 RESOURCES	
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
55	14397.0	3017.1094	1.0	1.0	1.0	1.0	1.0	1.0	
56	14397.0	3017.1094	1.0	1.0	1.0	1.0	1.0	1.0	
57	14396.0	3016.768	1.0	1.0	2.0	1.3412554	1.0	1.0	
58	14392.0	3015.395	1.0	1.0	6.0	2.7144222	1.0	1.0	
59	14389.0	3014.3252	1.0	1.0	9.0	3.7837615	1.0	1.0	
60	14386.0	3013.2495	1.0	1.0	12.0	4.859475	1.0	1.0	
61	14378.0	3010.4604	1.0	1.0	20.0	7.6484604	1.0	1.0	
62	14371.0	3008.0264	1.0	1.0	27.0	10.082708	1.0	1.0	
63	14365.0	3005.9805	1.0	1.0	33.0	12.128929	1.0	1.0	
64	14353.0	3001.9175	1.0	1.0	45.0	16.191467	1.0	1.0	
65	14344.0	2998.9473	1.0	1.0	54.0	19.161987	1.0	1.0	
66	14334.0	2995.7163	1.0	1.0	64.0	22.39312	1.0	1.0	
67	14321.0	2991.599	1.0	1.0	77.0	26.509932	1.0	1.0	
68	14305.0	2986.6274	1.0	1.0	93.0	31.481749	1.0	1.0	
69	14285.0	2980.7017	1.0	1.0	112.0	37.286392	2.0	1.1211333	
70	14255.0	2972.2837	1.0	1.0	139.0	45.333195	5.0	1.4933839	
71	14228.0	2965.4307	1.0	1.0	160.0	51.482166	11.0	2.1978762	
72	14202.0	2958.5073	1.0	1.0	181.0	57.79484	16.0	2.808649	
73	14172.0	2951.6602	1.0	1.0	201.0	63.47819	26.0	3.9726691	
74	14148.0	2946.4614	1.0	1.0	216.0	67.6517	35.0	4.998161	
75	14127.0	2941.858	1.0	1.0	230.0	71.451385	42.0	5.801849	
76	14103.0	2936.8877	1.0	1.0	246.0	75.554634	50.0	6.668637	
77	14072.0	2930.9253	1.0	1.0	265.0	80.2295	62.0	7.9555845	
78	14045.0	2926.1597	1.0	1.0	278.0	83.507965	76.0	9.442498	
79	14023.0	2922.4268	1.0	1.0	289.0	86.14059	87.0	10.542832	
80	14000.0	2918.7363	1.0	1.0	299.0	88.483864	100.0	11.889872	
81	13977.0	2914.6157	1.0	1.0	311.0	91.5607	111.0	12.933821	
82	13963.0	2912.25	1.0	1.0	316.0	93.02336	120.0	13.837314	
83	13943.0	2908.292	1.0	1.0	325.0	95.84061	131.0	14.977622	
84	13929.0	2905.2642	1.0	1.0	333.0	98.26967	137.0	15.575885	
85	13909.0	2901.0967	1.0	1.0	342.0	101.21148	148.0	16.802015	
86	13892.0	2896.8594	1.0	1.0	352.0	104.69714	155.0	17.55302	
87	13870.0	2891.107	1.0	1.0	366.0	109.57623	163.0	18.42601	
88	13844.0	2884.4321	1.0	1.0	384.0	115.308334	171.0	19.368637	
89	13824.0	2880.02	1.0	1.0	393.0	118.472946	182.0	20.616425	
90	13797.0	2873.9775	1.0	1.0	409.0	123.36405	193.0	21.767368	
91	13767.0	2866.4658	1.0	1.0	430.0	129.89142	202.0	22.752266	
92	13736.0	2859.7822	2.0	1.0396584	448.0	135.38731	214.0	23.900333	
93	13700.0	2851.0947	2.0	1.0396584	470.0	142.59756	228.0	25.377228	
94	13654.0	2840.663	2.0	1.0396584	494.0	150.79881	250.0	27.608654	
95	13616.0	2832.6328	2.0	1.0396584	512.0	156.65503	270.0	29.782948	
96	13581.0	2825.2046	2.0	1.0396584	529.0	162.2745	288.0	31.591753	
97	13545.0	2818.1685	2.0	1.0396584	544.0	167.13744	309.0	33.765682	
98	13523.0	2814.6567	3.0	1.0848119	551.0	169.25652	323.0	35.112907	
99	13494.0	2810.683	3.0	1.0848119	557.0	170.95908	346.0	37.38354	
100	13467.0	2807.2515	3.0	1.0848119	561.0	172.15541	369.0	39.619003	
101	13440.0	2804.1367	4.0	1.135366	563.0	172.7869	393.0	42.051678	
102	13415.0	2801.2607	4.0	1.135366	566.0	173.41527	415.0	44.299736	
103	13384.0	2797.311	4.0	1.135366	572.0	174.85039	440.0	46.814102	
104	13348.0	2793.4297	4.0	1.135366	575.0	175.47156	473.0	50.074955	
105	13315.0	2788.7026	4.0	1.135366	584.0	177.7123	497.0	52.56108	
106	13274.0	2783.5264	4.0	1.135366	593.0	179.84856	529.0	55.601776	
107	13244.0	2779.5742	4.0	1.135366	601.0	181.78027	551.0	57.622738	
108	13211.0	2775.7295	4.0	1.135366	605.0	182.83128	580.0	60.41618	
109	13185.0	2772.354	5.0	1.1894047	611.0	184.55408	599.0	62.015297	
110	13143.0	2765.771	5.0	1.1894047	620.0	187.6415	632.0	65.5109	
111	13107.0	2759.2944	7.0	1.3037322	629.0	191.47546	657.0	68.03868	
112	13065.0	2753.1826	10.0	1.481645	634.0	193.3381	691.0	72.11012	
113	13030.0	2746.6	15.0	1.7814502	645.0	197.37335	710.0	74.35717	
114	13002.0	2741.5942	15.0	1.7814502	655.0	200.31964	728.0	76.416954	
115	12967.0	2735.6045	17.0	1.908766	665.0	203.41211	751.0	79.18693	
116	12933.0	2728.9106	17.0	1.908766	678.0	207.44064	772.0	81.85294	
117	12886.0	2720.8276	18.0	1.9576687	691.0	210.98268	805.0	86.344475	
118	12843.0	2712.4536	20.0	2.0746777	705.0	215.83943	832.0	89.74388	
119	12807.0	2705.995	23.0	2.231771	716.0	218.97543	854.0	92.90888	
120	12763.0	2698.2085	25.0	2.3393161	725.0	221.63025	887.0	97.932915	
121	12714.0	2689.7637	27.0	2.4343827	742.0	225.2498	917.0	102.662674	
122	12665.0	2681.4385	28.0	2.4802458	752.0	227.63365	955.0	108.55781	
123	12605.0	2671.8958	31.0	2.6323411	763.0	230.31044	1001.0	115.27144	
124	12562.0	2663.2952	32.0	2.686513	774.0	234.26128	1032.0	119.86656	
125	12520.0	2655.2698	34.0	2.788834	782.0	236.9049	1064.0	125.14512	
126	12475.0	2646.6218	36.0	2.906077	792.0	239.70056	1097.0	130.88048	
127	12429.0	2637.6328	42.0	3.2627025	799.0	241.32713	1130.0	137.88603	
128	12376.0	2627.1265	45.0	3.4472334	808.0	243.89064	1171.0	145.64429	
129	12334.0	2618.638	47.0	3.5618725	812.0	245.1498	1207.0	152.75854	
130	12293.0	2609.2617	52.0	3.844108	818.0	247.73987	1237.0	159.26236	
131	12249.0	2599.6814	58.0	4.1847167	821.0	248.73502	1272.0	167.50638	
132	12189.0	2586.5525	61.0	4.365102	831.0	252.10301	1319.0	177.08653	
133	12133.0	2574.0283	64.0	4.549814	838.0	254.2113	1365.0	187.31708	
134	12085.0	2561.9385	65.0	4.619208	849.0	257.64856	1401.0	195.90034	
135	12023.0	2547.5996	68.0	4.7913094	860.0	260.47748	1449.0	207.23735	
136	11942.0	2528.764	75.0	5.2434525	878.0	266.46057	1505.0	219.63806	
137	11875.0	2512.6606	77.0	5.380583	895.0	271.5567	1553.0	230.50923	
138	11815.0	2497.9434	81.0	5.631142	911.0	275.7193	1593.0	240.81232	
139	11746.0	2480.4485	85.0	5.9210215	929.0	280.79666	1640.0	252.93921	
140	11682.0	2467.355	91.0	6.370847	950.0	285.3128	1677.0	261.06708	
141	11626.0	2455.8147	95.0	6.7251225	965.0	288.07254	1714.0	269.494	
142	11567.0	2443.231	100.0	7.168671	978.0	291.56992	1755.0	278.13712	
143	11507.0	2429.9211	109.0	7.9278574	990.0	294.22992	1794.0	288.02737	
144	11448.0	2417.9011	120.0	9.110745	997.0	295.9497	1835.0	297.14624	
145	11366.0	2400.9514	134.0	10.289825	1007.0	298.66095	1893.0	310.20517	
146	11308.0	2387.9353	141.0	10.97591	1019.0	302.0567	1932.0	319.13943	
147	11242.0	2374.1833	152.0	12.013485	1024.0	303.8903	1982.0	330.02097	
148	11177.0	2360.0527	160.0	12.802371	1031.0	306.9882	2032.0	340.2656	
149	11121.0	2346.518	165.0	13.300008	1041.0	310.91373	2073.0	349.3765	
150	11050.0	2329.2473	170.0	13.906021	1052.0	315.0609	2128.0	361.89313	
151	10973.0	2308.6926	176.0	14.579746	1065.0	320.4736	2186.0	376.3605	
152	10895.0	2289.1348	185.0	15.762617	1080.0	326.05475	2240.0	389.1553	
153	10812.0	2267.3833	189.0	16.072407	1098.0	332.13254	2301.0	404.51907	
154	10731.0	2247.3777	197.0	16.583815	1113.0	337.87668	2359.0	418.268	
155	10654.0	2228.3665	204.0	17.055265	1128.0	342.70413	2414.0	431.9797	
156	10581.0	2209.304	212.0	17.72908	1143.0	347.85446	2464.0	445.217	
157	10498.0	2189.2983	222.0	18.724617	1153.0	351.6502	2527.0	460.4317	
158	10412.0	2167.5225	229.0	19.500814	1163.0	354.88205	2596.0	478.19946	
159	10328.0	2147.1704	240.0	20.759157	1171.0	357.69455	2661.0	494.4802	
160	10233.0	2124.6958	252.0	22.075052	1181.0	360.54456	2734.0	512.78845	
161	10128.0	2098.6057	275.0	24.99323	1188.0	363.308	2809.0	533.19604	
162	10037.0	2076.0764	296.0	27.684069	1193.0	364.54715	2874.0	551.79626	
163	9955.0	2055.2031	313.0	30.47045	1199.0	365.95227	2933.0	568.47736	
164	9884.0	2035.496	325.0	32.30402	1203.0	367.30115	2988.0	585.0022	
165	9815.0	2018.2845	343.0	34.967316	1207.0	368.38977	3035.0	598.4623	
166	9735.0	1996.7749	368.0	39.10755	1214.0	370.67575	3083.0	613.5463	
167	9651.0	1976.0297	395.0	43.69879	1227.0	373.9308	3127.0	626.44507	
168	9574.0	1957.33	420.0	47.674366	1229.0	374.5082	3177.0	640.5917	
169	9498.0	1938.6967	440.0	51.291733	1235.0	375.6771	3227.0	654.4388	
170	9414.0	1917.839	471.0	56.67999	1241.0	377.1038	3274.0	668.4812	
171	9338.0	1899.0259	496.0	61.262184	1246.0	378.03946	3320.0	681.776	
172	9246.0	1876.7053	522.0	64.966576	1250.0	379.52155	3382.0	698.91046	
173	9173.0	1859.8011	540.0	68.05172	1254.0	380.82516	3433.0	711.4254	
174	9099.0	1841.9565	558.0	70.80521	1260.0	382.60272	3483.0	724.73956	
175	9018.0	1823.9241	581.0	74.316475	1265.0	383.91278	3536.0	737.9509	
176	8934.0	1806.5645	605.0	77.76931	1274.0	386.05713	3587.0	749.7138	
177	8836.0	1786.8832	640.0	82.66292	1281.0	388.20618	3643.0	762.35187	
178	8736.0	1766.8591	675.0	87.64506	1296.0	391.96194	3693.0	773.63776	
179	8645.0	1748.0695	716.0	93.965675	1305.0	394.38608	3734.0	783.6831	
180	8551.0	1728.651	746.0	98.09026	1311.0	396.24005	3792.0	797.12305	
181	8462.0	1710.3113	772.0	101.80707	1317.0	398.1212	3849.0	809.8648	
182	8363.0	1691.6554	808.0	106.78178	1321.0	398.87006	3908.0	822.7965	
183	8265.0	1672.9539	836.0	110.13613	1328.0	400.23178	3971.0	836.7812	
184	8159.0	1651.1508	864.0	114.5235	1342.0	403.00864	4035.0	851.4203	
185	8091.0	1638.3163	889.0	118.49551	1348.0	404.16446	4072.0	859.1275	
186	8020.0	1621.9493	903.0	120.7191	1354.0	405.62732	4123.0	871.80756	
187	7948.0	1606.2085	923.0	124.19769	1358.0	406.424	4171.0	883.2734	
188	7853.0	1583.7686	942.0	127.32019	1365.0	408.4528	4240.0	900.56244	
189	7770.0	1566.481	967.0	131.17804	1371.0	409.66617	4292.0	912.77936	
190	7687.0	1546.4994	989.0	135.10478	1377.0	410.91785	4347.0	927.58307	
191	7605.0	1527.5034	1008.0	137.53778	1381.0	412.0391	4406.0	943.02484	
192	7529.0	1510.3582	1023.0	139.81903	1386.0	413.27203	4462.0	956.65576	
193	7451.0	1491.4285	1040.0	141.32393	1392.0	415.03455	4517.0	972.3186	
194	7362.0	1468.1915	1056.0	143.60707	1395.0	415.71182	4587.0	992.5959	
195	7282.0	1447.8135	1070.0	145.79958	1398.0	416.7217	4650.0	1009.77136	
196	7189.0	1426.3093	1086.0	148.05675	1397.0	416.55255	4728.0	1029.1874	
197	7106.0	1406.5979	1100.0	150.03322	1401.0	417.59995	4793.0	1045.8751	
198	7025.0	1388.3625	1118.0	152.60257	1398.0	417.1902	4859.0	1061.9502	
199	6940.0	1368.0487	1142.0	156.64465	1403.0	418.42038	4915.0	1076.9915	
200	6869.0	1351.304	1160.0	159.56401	1403.0	418.27298	4968.0	1090.9644	
201	6790.0	1332.9636	1192.0	164.61273	1406.0	419.06985	5012.0	1103.459	
202	6715.0	1316.7677	1222.0	169.31633	1407.0	419.6064	5056.0	1114.4141	
203	6640.0	1298.3843	1239.0	171.99525	1408.0	420.0671	5113.0	1129.6578	
204	6548.0	1276.0999	1270.0	177.21725	1406.0	419.71027	5176.0	1147.0782	
205	6477.0	1259.7026	1299.0	182.54076	1412.0	421.52777	5212.0	1156.3337	
206	6378.0	1233.1721	1333.0	189.11584	1415.0	422.4015	5274.0	1175.4153	
207	6300.0	1213.5372	1356.0	193.31558	1418.0	423.73972	5326.0	1189.5122	
208	6245.0	1198.6725	1373.0	196.90288	1418.0	423.9349	5364.0	1200.5953	
209	6177.0	1182.5026	1401.0	202.49782	1419.0	424.30133	5403.0	1210.8038	
210	6120.0	1167.9188	1416.0	205.00362	1415.0	423.7392	5449.0	1223.444	
211	6037.0	1146.4955	1440.0	210.26964	1419.0	424.81992	5504.0	1238.5203	
212	5968.0	1129.7552	1457.0	213.65375	1421.0	425.20215	5554.0	1251.4946	
213	5894.0	1112.3977	1480.0	219.09921	1423.0	425.57193	5603.0	1263.0364	
214	5822.0	1095.8485	1506.0	224.61127	1422.0	425.62582	5650.0	1274.0193	
215	5747.0	1077.9622	1528.0	228.99971	1418.0	424.898	5707.0	1288.2457	
216	5670.0	1060.9987	1550.0	233.62914	1416.0	424.59958	5764.0	1300.8788	
217	5605.0	1046.3422	1572.0	239.07718	1414.0	424.28946	5809.0	1310.3969	
218	5529.0	1028.6045	1602.0	246.18683	1413.0	423.6574	5856.0	1321.6573	
219	5455.0	1011.57086	1636.0	254.56572	1411.0	423.22885	5898.0	1330.74	
220	5389.0	996.20667	1672.0	262.8367	1409.0	422.95084	5930.0	1338.1107	
221	5306.0	977.3335	1710.0	271.4631	1404.0	421.98682	5980.0	1349.321	
222	5223.0	958.43085	1736.0	277.98407	1407.0	422.55942	6034.0	1361.1309	
223	5154.0	942.37384	1759.0	283.06366	1405.0	422.3004	6082.0	1372.367	
224	5089.0	927.9883	1775.0	286.4302	1404.0	422.07285	6132.0	1383.6139	
225	5034.0	917.357	1795.0	289.93408	1400.0	420.95505	6171.0	1391.8593	
226	4971.0	906.0001	1809.0	291.53113	1402.0	421.37338	6218.0	1401.2009	
227	4918.0	895.0077	1818.0	292.66116	1401.0	421.5729	6263.0	1410.8636	
228	4862.0	884.6099	1828.0	294.13028	1399.0	421.2215	6311.0	1420.1437	
229	4799.0	873.04004	1839.0	295.17654	1394.0	419.63135	6368.0	1432.2574	
230	4748.0	863.4063	1848.0	295.78082	1389.0	418.34213	6415.0	1442.5762	
231	4696.0	852.6564	1857.0	296.35886	1392.0	419.34814	6455.0	1451.7421	
232	4649.0	844.2052	1867.0	297.39716	1388.0	418.42407	6496.0	1460.0795	
233	4604.0	835.0743	1870.0	297.5374	1385.0	417.37817	6541.0	1470.116	
234	4565.0	827.857	1876.0	297.78717	1383.0	416.99173	6576.0	1477.4698	
235	4527.0	821.2009	1884.0	298.6965	1382.0	417.23865	6607.0	1482.97	
236	4486.0	814.63403	1891.0	299.11932	1384.0	417.53915	6639.0	1488.8137	
237	4446.0	806.99164	1898.0	299.37415	1383.0	417.60458	6673.0	1496.136	
238	4410.0	800.1924	1905.0	299.6992	1383.0	417.67712	6702.0	1502.5377	
239	4373.0	792.96027	1906.0	298.85632	1385.0	417.9406	6736.0	1510.3491	
240	4332.0	785.91504	1915.0	299.25888	1385.0	418.0447	6768.0	1516.8878	
241	4298.0	779.2025	1918.0	299.28812	1380.0	416.55234	6804.0	1525.0629	
242	4243.0	768.7381	1920.0	298.19623	1376.0	415.19226	6861.0	1537.9789	
243	4186.0	759.8378	1929.0	297.61487	1373.0	414.33618	6912.0	1548.3164	
244	4140.0	751.57886	1943.0	299.14148	1369.0	413.0385	6948.0	1556.347	
245	4087.0	741.8284	1955.0	300.75955	1379.0	414.7873	6979.0	1562.7305	
246	4047.0	734.1192	1959.0	300.681	1388.0	416.15466	7006.0	1569.1511	
247	4003.0	725.21594	1960.0	300.26126	1388.0	415.68237	7049.0	1578.9458	
248	3958.0	717.37744	1968.0	300.9727	1387.0	415.37976	7087.0	1586.3752	
249	3915.0	709.515	1963.0	299.08398	1391.0	415.60574	7131.0	1595.9009	
250	3878.0	702.1076	1966.0	299.07986	1386.0	414.5883	7170.0	1604.3296	
251	3844.0	696.2308	1972.0	299.32428	1379.0	412.7983	7205.0	1611.7516	
252	3797.0	687.68646	1974.0	298.6636	1373.0	411.00513	7256.0	1622.7498	
253	3765.0	680.87427	1972.0	297.23508	1367.0	409.76804	7296.0	1632.2278	
254	3727.0	673.8735	1977.0	297.0899	1361.0	408.6643	7335.0	1640.4767	
255	3693.0	668.0909	1984.0	297.8177	1357.0	407.9008	7366.0	1646.2947	
256	3640.0	659.67615	1983.0	296.82742	1349.0	405.91476	7428.0	1657.6855	
257	3608.0	653.82587	1979.0	295.8366	1338.0	402.68622	7475.0	1667.7554	
258	3558.0	645.5992	1982.0	294.9468	1329.0	400.97025	7531.0	1678.5876	
259	3529.0	641.10974	1981.0	293.41635	1313.0	397.05453	7577.0	1688.5238	
260	3505.0	637.0673	1969.0	290.23773	1304.0	394.8185	7622.0	1697.9803	
261	3476.0	631.7232	1960.0	287.78214	1295.0	392.87152	7669.0	1707.7267	
262	3438.0	624.99634	1959.0	285.9512	1284.0	390.51355	7719.0	1718.6427	
263	3412.0	621.12634	1945.0	281.17188	1270.0	387.508	7773.0	1730.2979	
264	3377.0	614.96655	1941.0	279.24954	1262.0	385.3176	7820.0	1740.5706	
265	3347.0	609.9405	1929.0	275.60046	1249.0	382.77002	7875.0	1751.7933	
266	3314.0	603.79156	1928.0	274.32388	1236.0	379.93677	7922.0	1762.0518	
267	3291.0	599.5187	1914.0	270.81775	1222.0	376.94797	7973.0	1772.8195	
268	3258.0	593.91254	1905.0	268.0403	1205.0	373.05432	8032.0	1785.0964	
269	3231.0	588.50977	1896.0	265.21698	1197.0	371.62595	8076.0	1794.7509	
270	3198.0	583.50305	1887.0	261.78693	1187.0	368.83224	8128.0	1805.9813	
271	3165.0	576.519	1871.0	257.92136	1174.0	366.20816	8190.0	1819.4554	
272	3136.0	570.56464	1849.0	253.32193	1164.0	363.88318	8251.0	1832.3334	
273	3099.0	565.3939	1834.0	249.33372	1148.0	360.22473	8319.0	1845.1499	
274	3069.0	560.23846	1823.0	246.29672	1136.0	357.803	8372.0	1855.7635	
275	3041.0	555.3577	1808.0	242.87263	1124.0	354.93146	8427.0	1866.94	
276	3012.0	550.2133	1785.0	238.34314	1111.0	352.28085	8492.0	1879.2639	
277	2985.0	546.4448	1770.0	235.10306	1097.0	348.12866	8548.0	1890.4243	
278	2949.0	540.0865	1751.0	230.49188	1089.0	346.60834	8611.0	1902.9142	
279	2918.0	535.3314	1737.0	226.64432	1076.0	343.78986	8669.0	1914.335	
280	2895.0	530.91644	1704.0	219.84036	1057.0	339.51788	8744.0	1929.8254	
281	2870.0	525.7393	1674.0	214.10681	1040.0	335.7862	8816.0	1944.4673	
282	2842.0	520.3539	1651.0	208.35083	1023.0	331.6593	8884.0	1959.7357	
283	2817.0	516.9651	1637.0	205.6298	1006.0	328.3714	8940.0	1969.1329	
284	2791.0	513.13116	1619.0	202.2984	990.0	324.17557	9000.0	1980.4944	
285	2770.0	509.05356	1589.0	196.71295	977.0	321.64337	9064.0	1992.69	
286	2744.0	504.18625	1566.0	191.99744	961.0	318.05368	9129.0	2005.8625	
287	2726.0	501.16873	1543.0	187.78873	943.0	313.83813	9188.0	2017.3044	
