SIMULATION PARAMETERS:
n = 18
m = 32
p = 3
resource_noise_scale = 0.41666666
q = 0.0
E_C = 0.0
P_HF = 0.5
R_t = 0.0
SIMULATION DATA:
t	NATION 0 S	NATION 0 R	NATION 0 A_BAR	NATION 0 ACTION	NATION 1 S	NATION 1 R	NATION 1 A_BAR	NATION 1 ACTION	NATION 2 S	NATION 2 R	NATION 2 A_BAR	NATION 2 ACTION	
502	331	80.620834	7.3504534	Contest	228	47.243683	7.131579	Contest	17	3.6031337	4.888889	Abandon	
503	332	80.76549	7.3504534	Contest	228	47.231358	7.131579	Contest	17	3.6154606	4.9411764	Contest	
504	333	80.867226	7.3403616	Contest	228	47.231358	7.114035	Contest	17	3.6154606	4.7058825	Contest	
505	334	80.96634	7.3423424	Contest	228	47.231358	7.114035	Contest	17	3.6154606	4.7058825	Contest	
506	334	80.96634	7.344311	Contest	229	47.326824	7.114035	Contest	16	3.5199933	4.7058825	Contest	
507	334	80.96634	7.344311	Contest	229	47.28767	7.1266375	Contest	16	3.559147	4.625	Contest	
508	334	80.96634	7.344311	Contest	229	47.28767	7.135371	Contest	15	3.4669528	4.75	Abandon	
509	334	80.96634	7.344311	Contest	230	47.379864	7.135371	Contest	15	3.4669528	4.8	Contest	
510	335	81.374985	7.344311	Contest	230	47.36754	7.130435	Contest	14	3.0706365	4.8	Contest	
511	336	81.84375	7.3522387	Contest	230	47.36754	7.121739	Contest	12	2.3612807	4.571429	Abandon	
512	337	82.084335	7.3541665	Contest	230	47.36754	7.121739	Contest	12	2.3612807	4.5	Contest	
513	337	82.084335	7.356083	Contest	229	47.284397	7.121739	Contest	13	2.444421	4.5	Contest	
514	337	82.084335	7.356083	Contest	229	47.284397	7.1266375	Contest	13	2.444421	4.923077	Contest	
515	337	82.084335	7.356083	Contest	229	47.284397	7.1266375	Contest	13	2.444421	4.923077	Contest	
516	337	82.084335	7.356083	Contest	230	47.379864	7.1266375	Contest	12	2.3489537	4.923077	Contest	
517	337	82.084335	7.356083	Contest	231	47.463005	7.130435	Contest	10	2.0033844	4.6666665	Abandon	
518	338	82.34676	7.356083	Contest	231	47.463005	7.134199	Contest	10	2.0033844	4.4	Contest	
519	338	82.34676	7.352071	Contest	231	47.47564	7.134199	Contest	10	1.9907492	4.4	Contest	
520	338	82.34676	7.352071	Contest	232	47.55878	7.125541	Contest	8	1.7678366	4.2	Abandon	
521	338	82.34676	7.352071	Contest	233	47.698555	7.137931	Contest	8	1.7678366	4.0	Contest	
522	339	82.68309	7.352071	Contest	233	47.752945	7.133047	Contest	7	1.3771163	4.0	Contest	
523	339	82.68309	7.359882	Contest	233	47.752945	7.11588	Contest	6	1.2373439	3.142857	Abandon	
524	340	82.985344	7.359882	Contest	234	47.89272	7.11588	Contest	5	0.935092	3.3333333	Contest	
525	341	83.19675	7.361765	Contest	233	47.698555	7.119658	Abandon	3	0.58736724	2.4	Abandon	
526	342	83.33307	7.3636365	Contest	234	47.89272	7.133047	Contest	2	0.4925676	1.3333334	Abandon	
527	343	83.42787	7.365497	Contest	233	47.698555	7.119658	Abandon	2	0.4925676	1.0	Contest	
528	342	82.977806	7.367347	Contest	234	47.89272	7.133047	Contest	3	0.94263417	1.0	Contest	
529	342	83.21647	7.3479533	Contest	233	47.698555	7.119658	Abandon	3	0.7039672	1.3333334	Contest	
530	343	83.42787	7.359649	Contest	234	47.89272	7.133047	Contest	2	0.4925676	2.0	Contest	
531	344	83.75599	7.367347	Contest	233	47.698555	7.119658	Abandon	0	2.926588E-5	1.0	Abandon	
532	345	83.92041	7.3633723	Contest	232	47.63968	7.133047	Abandon	0	2.926588E-5	1.0	Abandon	
533	346	84.11458	7.365217	Contest	231	47.546734	7.137931	Abandon	0	2.926588E-5	1.0	Abandon	
534	347	84.20752	7.361272	Contest	230	47.49025	7.151515	Abandon	0	2.926588E-5	1.0	Abandon	
535	348	84.266396	7.368876	Contest	230	47.49025	7.156522	Contest	0	2.926588E-5	1.0	Abandon	
536	348	84.40737	7.3649426	Contest	230	47.349274	7.156522	Contest	0	2.926588E-5	1.0	Abandon	
537	348	84.40737	7.3649426	Contest	230	47.349274	7.156522	Contest	0	2.926588E-5	1.0	Abandon	
538	347	84.08845	7.3649426	Contest	231	47.668198	7.156522	Contest	0	2.926588E-5	1.0	Abandon	
539	346	83.86697	7.3631124	Contest	232	47.889675	7.160173	Contest	0	2.926588E-5	1.0	Abandon	
540	345	83.74668	7.361272	Contest	233	48.009956	7.163793	Contest	0	2.926588E-5	1.0	Abandon	
541	345	83.88747	7.3594203	Contest	233	47.869175	7.171674	Contest	0	2.926588E-5	1.0	Abandon	
542	344	83.56854	7.3594203	Contest	234	48.1881	7.175966	Contest	0	2.926588E-5	1.0	Abandon	
543	344	83.56165	7.3575583	Contest	234	48.19499	7.179487	Contest	0	2.926588E-5	1.0	Abandon	
544	343	83.24273	7.351744	Contest	235	48.513912	7.175214	Contest	0	2.926588E-5	1.0	Abandon	
545	343	83.24273	7.355685	Contest	235	48.513912	7.187234	Contest	0	2.926588E-5	1.0	Abandon	
546	344	83.56854	7.355685	Contest	234	48.1881	7.187234	Contest	0	2.926588E-5	1.0	Abandon	
547	345	83.88747	7.3575583	Contest	233	47.869175	7.179487	Contest	0	2.926588E-5	1.0	Abandon	
548	345	84.0499	7.3594203	Contest	233	47.706745	7.175966	Contest	0	2.926588E-5	1.0	Abandon	
549	345	84.0499	7.347826	Contest	233	47.706745	7.158798	Contest	0	2.926588E-5	1.0	Abandon	
550	345	84.0499	7.347826	Contest	233	47.706745	7.158798	Contest	0	2.926588E-5	1.0	Abandon	
551	344	83.56854	7.347826	Contest	234	48.1881	7.158798	Contest	0	2.926588E-5	1.0	Abandon	
552	344	83.56165	7.3575583	Contest	234	48.19499	7.179487	Contest	0	2.926588E-5	1.0	Abandon	
553	344	83.56165	7.351744	Contest	234	48.19499	7.175214	Contest	0	2.926588E-5	1.0	Abandon	
554	343	83.24273	7.351744	Contest	235	48.513912	7.175214	Contest	0	2.926588E-5	1.0	Abandon	
555	344	83.56854	7.355685	Contest	234	48.1881	7.187234	Contest	0	2.926588E-5	1.0	Abandon	
556	345	83.88747	7.3575583	Contest	233	47.869175	7.179487	Contest	0	2.926588E-5	1.0	Abandon	
557	345	83.88747	7.3594203	Contest	233	47.869175	7.175966	Contest	0	2.926588E-5	1.0	Abandon	
558	345	83.88747	7.3594203	Contest	233	47.869175	7.175966	Contest	0	2.926588E-5	1.0	Abandon	
559	344	83.56854	7.3594203	Contest	234	48.1881	7.175966	Contest	0	2.926588E-5	1.0	Abandon	
560	343	83.24273	7.3575583	Contest	235	48.513912	7.179487	Contest	0	2.926588E-5	1.0	Abandon	
561	343	83.24273	7.355685	Contest	235	48.513912	7.187234	Contest	0	2.926588E-5	1.0	Abandon	
562	343	83.46943	7.355685	Contest	235	48.28721	7.187234	Contest	0	2.926588E-5	1.0	Abandon	
563	342	83.143616	7.355685	Contest	236	48.61302	7.1829786	Contest	0	2.926588E-5	1.0	Abandon	
564	341	82.87544	7.3538013	Contest	237	48.881195	7.190678	Contest	0	2.926588E-5	1.0	Abandon	
565	342	83.143616	7.3519063	Contest	236	48.61302	7.1940928	Contest	0	2.926588E-5	1.0	Abandon	
566	343	83.46943	7.3538013	Contest	235	48.28721	7.190678	Contest	0	2.926588E-5	1.0	Abandon	
567	343	83.27472	7.355685	Contest	235	48.48192	7.1829786	Contest	0	2.926588E-5	1.0	Abandon	
568	343	83.063034	7.355685	Contest	236	48.75009	7.1957445	Contest	0	2.926588E-5	1.0	Abandon	
569	343	83.22947	7.349854	Contest	236	48.58366	7.1991525	Contest	0	2.926588E-5	1.0	Abandon	
570	344	83.55528	7.349854	Contest	235	48.257847	7.1991525	Contest	0	2.926588E-5	1.0	Abandon	
571	343	83.22947	7.351744	Contest	236	48.58366	7.191489	Contest	0	2.926588E-5	1.0	Abandon	
572	343	83.22947	7.349854	Contest	236	48.58366	7.1991525	Contest	0	2.926588E-5	1.0	Abandon	
573	344	83.55528	7.349854	Contest	235	48.257847	7.1991525	Contest	0	2.926588E-5	1.0	Abandon	
574	343	83.22947	7.351744	Contest	236	48.58366	7.191489	Contest	0	2.926588E-5	1.0	Abandon	
575	343	83.22947	7.349854	Contest	236	48.58366	7.1991525	Contest	0	2.926588E-5	1.0	Abandon	
576	344	83.55528	7.349854	Contest	235	48.257847	7.1991525	Contest	0	2.926588E-5	1.0	Abandon	
577	343	83.22947	7.351744	Contest	236	48.58366	7.191489	Contest	0	2.926588E-5	1.0	Abandon	
578	343	83.22947	7.349854	Contest	236	48.58366	7.1991525	Contest	0	2.926588E-5	1.0	Abandon	
579	343	83.28711	7.349854	Contest	236	48.52602	7.1991525	Contest	0	2.926588E-5	1.0	Abandon	
580	343	83.22947	7.344023	Contest	236	48.58366	7.1864405	Contest	0	2.926588E-5	1.0	Abandon	
581	343	83.22947	7.349854	Contest	236	48.58366	7.1991525	Contest	0	2.926588E-5	1.0	Abandon	
582	343	83.28711	7.349854	Contest	236	48.52602	7.1991525	Contest	0	2.926588E-5	1.0	Abandon	
583	344	83.55528	7.344023	Contest	235	48.257847	7.1864405	Contest	0	2.926588E-5	1.0	Abandon	
584	345	83.73342	7.351744	Contest	234	48.079704	7.191489	Contest	0	2.926588E-5	1.0	Abandon	
585	345	83.67557	7.3536234	Contest	234	48.137566	7.1837606	Contest	0	2.926588E-5	1.0	Abandon	
586	346	83.85371	7.347826	Contest	233	47.959423	7.175214	Contest	0	2.926588E-5	1.0	Abandon	
587	346	83.85371	7.355491	Contest	233	47.959423	7.175966	Contest	0	2.926588E-5	1.0	Abandon	
588	345	83.70905	7.355491	Contest	234	48.104073	7.175966	Contest	0	2.926588E-5	1.0	Abandon	
589	346	83.930534	7.3536234	Contest	233	47.882595	7.179487	Contest	0	2.926588E-5	1.0	Abandon	
590	346	83.8679	7.355491	Contest	233	47.945236	7.175966	Contest	0	2.926588E-5	1.0	Abandon	
591	346	83.846054	7.355491	Contest	233	47.967075	7.175966	Contest	0	2.926588E-5	1.0	Abandon	
592	347	84.10848	7.349711	Contest	232	47.704647	7.167382	Contest	0	2.926588E-5	1.0	Abandon	
593	346	83.8679	7.357349	Contest	233	47.945236	7.172414	Contest	0	2.926588E-5	1.0	Abandon	
594	345	83.60547	7.355491	Contest	234	48.207664	7.175966	Contest	0	2.926588E-5	1.0	Abandon	
595	344	83.42752	7.3536234	Contest	235	48.385612	7.179487	Contest	0	2.926588E-5	1.0	Abandon	
596	344	83.46847	7.351744	Contest	235	48.34466	7.1829786	Contest	0	2.926588E-5	1.0	Abandon	
597	345	83.70905	7.351744	Contest	234	48.104073	7.1829786	Contest	0	2.926588E-5	1.0	Abandon	
598	344	83.46847	7.3536234	Contest	235	48.34466	7.179487	Contest	0	2.926588E-5	1.0	Abandon	
599	345	83.70905	7.351744	Contest	234	48.104073	7.1829786	Contest	0	2.926588E-5	1.0	Abandon	
600	345	83.68995	7.3536234	Contest	234	48.123184	7.179487	Contest	0	2.926588E-5	1.0	Abandon	
601	344	83.42752	7.3536234	Contest	235	48.385612	7.179487	Contest	0	2.926588E-5	1.0	Abandon	
602	343	83.20604	7.351744	Contest	236	48.60709	7.1829786	Contest	0	2.926588E-5	1.0	Abandon	
603	342	83.06972	7.349854	Contest	237	48.743416	7.1864405	Contest	0	2.926588E-5	1.0	Abandon	
604	343	83.2912	7.3479533	Contest	236	48.52194	7.189873	Contest	0	2.926588E-5	1.0	Abandon	
605	343	83.2912	7.349854	Contest	236	48.52194	7.1864405	Contest	0	2.926588E-5	1.0	Abandon	
606	342	83.06972	7.349854	Contest	237	48.743416	7.1864405	Contest	0	2.926588E-5	1.0	Abandon	
607	342	83.17091	7.3479533	Contest	237	48.64222	7.189873	Contest	0	2.926588E-5	1.0	Abandon	
608	342	83.17091	7.3421054	Contest	237	48.64222	7.185654	Contest	0	2.926588E-5	1.0	Abandon	
609	341	82.94943	7.3421054	Contest	238	48.863697	7.185654	Contest	0	2.926588E-5	1.0	Abandon	
610	341	82.94943	7.346041	Contest	238	48.863697	7.197479	Contest	0	2.926588E-5	1.0	Abandon	
611	342	83.085754	7.346041	Contest	237	48.72737	7.197479	Contest	0	2.926588E-5	1.0	Abandon	
612	342	83.085754	7.3479533	Contest	237	48.72737	7.1940928	Contest	0	2.926588E-5	1.0	Abandon	
613	342	83.170044	7.3479533	Contest	237	48.643085	7.1940928	Contest	0	2.926588E-5	1.0	Abandon	
614	342	83.170044	7.3479533	Contest	237	48.643085	7.1983123	Contest	0	2.926588E-5	1.0	Abandon	
615	342	83.170044	7.3479533	Contest	237	48.643085	7.1983123	Contest	0	2.926588E-5	1.0	Abandon	
616	342	83.084816	7.3479533	Contest	237	48.72831	7.1983123	Contest	0	2.926588E-5	1.0	Abandon	
617	342	83.142456	7.3479533	Contest	237	48.67067	7.202532	Contest	0	2.926588E-5	1.0	Abandon	
618	343	83.41063	7.3421054	Contest	236	48.402496	7.189873	Contest	0	2.926588E-5	1.0	Abandon	
619	342	83.084816	7.349854	Contest	237	48.72831	7.1949153	Contest	0	2.926588E-5	1.0	Abandon	
620	342	83.084816	7.3479533	Contest	237	48.72831	7.202532	Contest	0	2.926588E-5	1.0	Abandon	
621	342	83.142456	7.3479533	Contest	237	48.67067	7.202532	Contest	0	2.926588E-5	1.0	Abandon	
622	343	83.41063	7.3421054	Contest	236	48.402496	7.189873	Contest	0	2.926588E-5	1.0	Abandon	
623	342	83.084816	7.349854	Contest	237	48.72831	7.1949153	Contest	0	2.926588E-5	1.0	Abandon	
624	342	83.084816	7.3479533	Contest	237	48.72831	7.202532	Contest	0	2.926588E-5	1.0	Abandon	
625	341	82.81664	7.3479533	Contest	238	48.996483	7.202532	Contest	0	2.926588E-5	1.0	Abandon	
626	341	82.81664	7.346041	Contest	238	48.996483	7.2058825	Contest	0	2.926588E-5	1.0	Abandon	
627	342	83.084816	7.346041	Contest	237	48.72831	7.2058825	Contest	0	2.926588E-5	1.0	Abandon	
628	342	83.142456	7.3479533	Contest	237	48.67067	7.202532	Contest	0	2.926588E-5	1.0	Abandon	
629	343	83.41063	7.3421054	Contest	236	48.402496	7.189873	Contest	0	2.926588E-5	1.0	Abandon	
630	342	83.084816	7.349854	Contest	237	48.72831	7.1949153	Contest	0	2.926588E-5	1.0	Abandon	
631	343	83.41063	7.3479533	Contest	236	48.402496	7.202532	Contest	0	2.926588E-5	1.0	Abandon	
632	343	83.262955	7.349854	Contest	236	48.550167	7.1949153	Contest	0	2.926588E-5	1.0	Abandon	
633	343	83.41063	7.344023	Contest	236	48.402496	7.1864405	Contest	0	2.926588E-5	1.0	Abandon	
634	343	83.262955	7.349854	Contest	236	48.550167	7.1949153	Contest	0	2.926588E-5	1.0	Abandon	
635	343	83.41063	7.344023	Contest	236	48.402496	7.1864405	Contest	0	2.926588E-5	1.0	Abandon	
636	343	83.41063	7.349854	Contest	236	48.402496	7.1949153	Contest	0	2.926588E-5	1.0	Abandon	
637	344	83.58877	7.349854	Contest	235	48.224354	7.1949153	Contest	0	2.926588E-5	1.0	Abandon	
638	345	83.73342	7.351744	Contest	234	48.079704	7.187234	Contest	0	2.926588E-5	1.0	Abandon	
639	345	83.73342	7.3536234	Contest	234	48.079704	7.1837606	Contest	0	2.926588E-5	1.0	Abandon	
640	346	83.85371	7.3536234	Contest	233	47.959423	7.1837606	Contest	0	2.926588E-5	1.0	Abandon	
641	347	84.07519	7.355491	Contest	232	47.737946	7.175966	Contest	0	2.926588E-5	1.0	Abandon	
642	347	84.031654	7.357349	Contest	232	47.781475	7.172414	Contest	0	2.926588E-5	1.0	Abandon	
643	348	84.253136	7.351585	Contest	231	47.559998	7.163793	Contest	0	2.926588E-5	1.0	Abandon	
644	348	84.253136	7.359195	Contest	231	47.559998	7.1688313	Contest	0	2.926588E-5	1.0	Abandon	
645	348	84.253136	7.359195	Contest	231	47.559998	7.1688313	Contest	0	2.926588E-5	1.0	Abandon	
646	349	84.487175	7.359195	Contest	230	47.32596	7.1688313	Contest	0	2.926588E-5	1.0	Abandon	
647	349	84.47215	7.3610315	Contest	230	47.34098	7.1652174	Contest	0	2.926588E-5	1.0	Abandon	
648	350	84.70619	7.355301	Contest	229	47.10694	7.156522	Contest	0	2.926588E-5	1.0	Abandon	
649	351	85.01797	7.3628573	Contest	228	46.48339	7.161572	Abandon	0	2.926588E-5	1.0	Abandon	
650	351	85.01797	7.3589745	Contest	228	46.48339	7.1754384	Contest	0	2.926588E-5	1.0	Abandon	
651	352	85.119705	7.3589745	Contest	227	46.38165	7.1754384	Contest	0	2.926588E-5	1.0	Abandon	
652	351	85.01797	7.3607955	Contest	228	46.48339	7.1718063	Contest	0	2.926588E-5	1.0	Abandon	
653	351	84.97505	7.3589745	Contest	228	46.5263	7.1754384	Contest	0	2.926588E-5	1.0	Abandon	
654	350	84.873314	7.3532763	Contest	229	46.62804	7.1666665	Contest	0	2.926588E-5	1.0	Abandon	
655	350	84.77738	7.357143	Contest	229	46.72398	7.1790395	Contest	0	2.926588E-5	1.0	Abandon	
656	351	85.01797	7.3514285	Contest	228	46.48339	7.1703057	Contest	0	2.926588E-5	1.0	Abandon	
657	352	85.119705	7.3589745	Contest	227	46.38165	7.1754384	Contest	0	2.926588E-5	1.0	Abandon	
658	351	85.01797	7.3607955	Contest	228	46.48339	7.1718063	Contest	0	2.926588E-5	1.0	Abandon	
659	350	84.873314	7.3589745	Contest	229	46.62804	7.1754384	Contest	0	2.926588E-5	1.0	Abandon	
660	351	85.01797	7.357143	Contest	228	46.48339	7.1790395	Contest	0	2.926588E-5	1.0	Abandon	
661	350	84.873314	7.3589745	Contest	229	46.62804	7.1754384	Contest	0	2.926588E-5	1.0	Abandon	
662	350	84.873314	7.357143	Contest	229	46.62804	7.1790395	Contest	0	2.926588E-5	1.0	Abandon	
663	351	85.01797	7.357143	Contest	228	46.48339	7.1790395	Contest	0	2.926588E-5	1.0	Abandon	
664	351	84.97505	7.3589745	Contest	228	46.5263	7.1754384	Contest	0	2.926588E-5	1.0	Abandon	
665	352	85.119705	7.3532763	Contest	227	46.38165	7.1666665	Contest	0	2.926588E-5	1.0	Abandon	
666	352	85.119705	7.3607955	Contest	227	46.38165	7.1718063	Contest	0	2.926588E-5	1.0	Abandon	
667	352	85.119705	7.3607955	Contest	227	46.38165	7.1718063	Contest	0	2.926588E-5	1.0	Abandon	
668	353	85.21882	7.3607955	Contest	226	46.28254	7.1718063	Contest	0	2.926588E-5	1.0	Abandon	
669	352	85.119705	7.362606	Contest	227	46.38165	7.1681414	Contest	0	2.926588E-5	1.0	Abandon	
670	353	85.21882	7.3607955	Contest	226	46.28254	7.1718063	Contest	0	2.926588E-5	1.0	Abandon	
671	352	85.119705	7.362606	Contest	227	46.38165	7.1681414	Contest	0	2.926588E-5	1.0	Abandon	
672	352	85.119705	7.3607955	Contest	227	46.38165	7.1718063	Contest	0	2.926588E-5	1.0	Abandon	
673	351	85.01797	7.3607955	Contest	228	46.48339	7.1718063	Contest	0	2.926588E-5	1.0	Abandon	
674	352	85.119705	7.3589745	Contest	227	46.38165	7.1754384	Contest	0	2.926588E-5	1.0	Abandon	
675	352	85.119705	7.3607955	Contest	227	46.38165	7.1718063	Contest	0	2.926588E-5	1.0	Abandon	
676	351	85.01797	7.3607955	Contest	228	46.48339	7.1718063	Contest	0	2.926588E-5	1.0	Abandon	
677	352	85.119705	7.3589745	Contest	227	46.38165	7.1754384	Contest	0	2.926588E-5	1.0	Abandon	
678	352	85.11708	7.3607955	Contest	227	46.38428	7.1718063	Contest	0	2.926588E-5	1.0	Abandon	
679	352	85.119705	7.3551135	Contest	227	46.38165	7.162996	Contest	0	2.926588E-5	1.0	Abandon	
680	352	85.119705	7.3607955	Contest	227	46.38165	7.1718063	Contest	0	2.926588E-5	1.0	Abandon	
681	352	85.119705	7.3607955	Contest	227	46.38165	7.1718063	Contest	0	2.926588E-5	1.0	Abandon	
682	352	85.11708	7.3607955	Contest	227	46.38428	7.1718063	Contest	0	2.926588E-5	1.0	Abandon	
683	352	85.119705	7.3551135	Contest	227	46.38165	7.162996	Contest	0	2.926588E-5	1.0	Abandon	
684	352	85.119705	7.3607955	Contest	227	46.38165	7.1718063	Contest	0	2.926588E-5	1.0	Abandon	
685	351	85.01797	7.3607955	Contest	228	46.48339	7.1718063	Contest	0	2.926588E-5	1.0	Abandon	
686	352	85.119705	7.3589745	Contest	227	46.38165	7.1754384	Contest	0	2.926588E-5	1.0	Abandon	
687	351	85.01797	7.3607955	Contest	228	46.48339	7.1718063	Contest	0	2.926588E-5	1.0	Abandon	
688	350	84.873314	7.3589745	Contest	229	46.62804	7.1754384	Contest	0	2.926588E-5	1.0	Abandon	
689	351	85.01797	7.357143	Contest	228	46.48339	7.1790395	Contest	0	2.926588E-5	1.0	Abandon	
690	352	85.119705	7.3589745	Contest	227	46.38165	7.1754384	Contest	0	2.926588E-5	1.0	Abandon	
691	352	85.11708	7.3607955	Contest	227	46.38428	7.1718063	Contest	0	2.926588E-5	1.0	Abandon	
692	352	85.11708	7.3551135	Contest	227	46.38428	7.162996	Contest	0	2.926588E-5	1.0	Abandon	
693	352	85.119705	7.3551135	Contest	227	46.38165	7.162996	Contest	0	2.926588E-5	1.0	Abandon	
694	353	85.21882	7.3607955	Contest	226	46.28254	7.1718063	Contest	0	2.926588E-5	1.0	Abandon	
695	354	85.53774	7.362606	Contest	225	45.963615	7.1681414	Contest	0	2.926588E-5	1.0	Abandon	
696	353	85.21882	7.3644066	Contest	226	46.28254	7.1644444	Contest	0	2.926588E-5	1.0	Abandon	
697	354	85.53774	7.362606	Contest	225	45.963615	7.1681414	Contest	0	2.926588E-5	1.0	Abandon	
698	354	85.70017	7.3644066	Contest	225	45.801186	7.1644444	Contest	0	2.926588E-5	1.0	Abandon	
699	354	85.70017	7.358757	Contest	225	45.801186	7.1555557	Contest	0	2.926588E-5	1.0	Abandon	
700	354	85.70017	7.358757	Contest	225	45.801186	7.1555557	Contest	0	2.926588E-5	1.0	Abandon	
701	354	85.70017	7.358757	Contest	225	45.801186	7.1555557	Contest	0	2.926588E-5	1.0	Abandon	
702	353	85.21882	7.358757	Contest	226	46.28254	7.1555557	Contest	0	2.926588E-5	1.0	Abandon	
703	353	85.43863	7.362606	Contest	226	46.062725	7.1681414	Contest	0	2.926588E-5	1.0	Abandon	
704	353	85.43863	7.3569407	Contest	226	46.062725	7.159292	Contest	0	2.926588E-5	1.0	Abandon	
705	353	85.60106	7.3569407	Contest	226	45.900295	7.159292	Contest	0	2.926588E-5	1.0	Abandon	
706	353	85.53912	7.3569407	Contest	226	45.96223	7.159292	Contest	0	2.926588E-5	1.0	Abandon	
707	352	85.119705	7.3569407	Contest	227	46.38165	7.159292	Contest	0	2.926588E-5	1.0	Abandon	
708	351	85.01797	7.3607955	Contest	228	46.48339	7.1718063	Contest	0	2.926588E-5	1.0	Abandon	
709	351	84.97505	7.3589745	Contest	228	46.5263	7.1754384	Contest	0	2.926588E-5	1.0	Abandon	
710	351	85.01797	7.3532763	Contest	228	46.48339	7.1666665	Contest	0	2.926588E-5	1.0	Abandon	
711	351	85.01797	7.3589745	Contest	228	46.48339	7.1754384	Contest	0	2.926588E-5	1.0	Abandon	
712	352	85.119705	7.3589745	Contest	227	46.38165	7.1754384	Contest	0	2.926588E-5	1.0	Abandon	
713	351	85.01797	7.3607955	Contest	228	46.48339	7.1718063	Contest	0	2.926588E-5	1.0	Abandon	
714	352	85.119705	7.3589745	Contest	227	46.38165	7.1754384	Contest	0	2.926588E-5	1.0	Abandon	
715	352	85.119705	7.3607955	Contest	227	46.38165	7.1718063	Contest	0	2.926588E-5	1.0	Abandon	
716	353	85.21882	7.3607955	Contest	226	46.28254	7.1718063	Contest	0	2.926588E-5	1.0	Abandon	
717	353	85.43863	7.362606	Contest	226	46.062725	7.1681414	Contest	0	2.926588E-5	1.0	Abandon	
718	353	85.60106	7.3569407	Contest	226	45.900295	7.159292	Contest	0	2.926588E-5	1.0	Abandon	
719	353	85.53912	7.3569407	Contest	226	45.96223	7.159292	Contest	0	2.926588E-5	1.0	Abandon	
720	354	86.02048	7.3569407	Contest	225	45.480877	7.159292	Contest	0	2.926588E-5	1.0	Abandon	
721	355	86.3394	7.358757	Contest	224	45.161953	7.1555557	Contest	0	2.926588E-5	1.0	Abandon	
722	356	86.611855	7.3605633	Contest	223	44.889496	7.151786	Contest	0	2.926588E-5	1.0	Abandon	
723	356	86.611855	7.3623595	Contest	222	44.791016	7.147982	Abandon	0	2.926588E-5	1.0	Abandon	
724	356	86.611855	7.3623595	Contest	223	44.889496	7.153153	Colonize	0	2.926588E-5	1.0	Abandon	
725	357	86.819374	7.3623595	Contest	222	44.681976	7.147982	Contest	0	2.926588E-5	1.0	Abandon	
726	357	86.819374	7.3641458	Contest	221	44.583496	7.144144	Abandon	0	2.926588E-5	1.0	Abandon	
727	358	87.05003	7.3641458	Contest	221	44.451317	7.149321	Colonize	0	2.926588E-5	1.0	Abandon	
728	359	87.26762	7.365922	Contest	219	44.13525	7.1402717	Abandon	0	2.926588E-5	1.0	Abandon	
729	360	87.52212	7.367688	Contest	219	43.97923	7.1415524	Colonize	0	2.926588E-5	1.0	Abandon	
730	361	87.81226	7.3694444	Contest	218	43.398937	7.13242	Abandon	0	2.926588E-5	1.0	Abandon	
731	362	87.91138	7.365651	Contest	216	43.201347	7.146789	Abandon	0	2.926588E-5	1.0	Abandon	
732	363	88.387405	7.372928	Contest	216	42.8238	7.1574073	Colonize	0	2.926588E-5	1.0	Abandon	
733	363	88.387405	7.369146	Contest	215	42.72532	7.138889	Abandon	0	2.926588E-5	1.0	Abandon	
734	364	88.78096	7.369146	Contest	215	42.43024	7.144186	Colonize	0	2.926588E-5	1.0	Abandon	
735	365	89.06331	7.370879	Contest	213	41.147896	7.134884	Abandon	0	2.926588E-5	1.0	Abandon	
736	366	90.06331	7.350685	Colonize	212	41.049416	7.164319	Abandon	0	2.926588E-5	1.0	Abandon	
737	367	90.20324	7.374317	Contest	212	41.00796	7.1698112	Colonize	0	2.926588E-5	1.0	Abandon	
738	368	90.412994	7.376022	Contest	210	40.699726	7.1603775	Abandon	0	2.926588E-5	1.0	Abandon	
739	369	90.722015	7.3777175	Contest	210	40.489185	7.161905	Colonize	0	2.926588E-5	1.0	Abandon	
740	369	90.722015	7.3794036	Contest	209	40.390705	7.152381	Abandon	0	2.926588E-5	1.0	Abandon	
741	369	90.722015	7.3794036	Contest	210	40.489185	7.1578946	Colonize	0	2.926588E-5	1.0	Abandon	
742	370	90.96518	7.3794036	Contest	208	40.147545	7.152381	Abandon	0	2.926588E-5	1.0	Abandon	
743	371	91.14468	7.381081	Contest	208	40.066532	7.1538463	Colonize	0	2.926588E-5	1.0	Abandon	
744	372	91.3962	7.3827496	Contest	207	39.56348	7.144231	Abandon	0	2.926588E-5	1.0	Abandon	
745	373	91.48078	7.379032	Contest	205	39.380424	7.1594205	Abandon	0	2.926588E-5	1.0	Abandon	
746	374	91.56994	7.3806973	Contest	205	39.389744	7.1609755	Colonize	0	2.926588E-5	1.0	Abandon	
747	375	91.74392	7.382353	Contest	203	39.117283	7.1512194	Abandon	0	2.926588E-5	1.0	Abandon	
748	376	91.84791	7.384	Contest	203	39.11178	7.1527095	Colonize	0	2.926588E-5	1.0	Abandon	
749	376	91.84791	7.385638	Contest	202	39.013298	7.142857	Abandon	0	2.926588E-5	1.0	Abandon	
750	377	92.02469	7.385638	Contest	202	38.935	7.1485147	Colonize	0	2.926588E-5	1.0	Abandon	
751	378	92.120155	7.387268	Contest	200	38.741055	7.1386137	Abandon	0	2.926588E-5	1.0	Abandon	
752	379	92.20329	7.388889	Contest	200	38.756393	7.14	Colonize	0	2.926588E-5	1.0	Abandon	
