SIMULATION PARAMETERS:
n = 18
m = 32
p = 6
resource_noise_scale = 0.41666666
q = 0.0
E_C = 0.0
P_HF = 0.5
R_t = 0.0
SIMULATION DATA:
t	NATION 0 S	NATION 0 R	NATION 0 A_BAR	NATION 0 ACTION	NATION 1 S	NATION 1 R	NATION 1 A_BAR	NATION 1 ACTION	NATION 2 S	NATION 2 R	NATION 2 A_BAR	NATION 2 ACTION	NATION 3 S	NATION 3 R	NATION 3 A_BAR	NATION 3 ACTION	NATION 4 S	NATION 4 R	NATION 4 A_BAR	NATION 4 ACTION	NATION 5 S	NATION 5 R	NATION 5 A_BAR	NATION 5 ACTION	
1203	375	92.13147	7.392	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	205	43.801964	7.1512194	Contest	
1204	376	92.41382	7.386667	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	204	43.51962	7.1414633	Contest	
1205	377	92.62357	7.393617	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	203	43.309864	7.147059	Contest	
1206	378	92.932594	7.3952255	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	202	43.000843	7.142857	Contest	
1207	378	92.86674	7.3968253	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	202	43.066704	7.1386137	Contest	
1208	378	92.932594	7.3915343	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	202	43.000843	7.1287127	Contest	
1209	377	92.62357	7.3968253	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	203	43.309864	7.1386137	Contest	
1210	376	92.41382	7.3952255	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	204	43.51962	7.142857	Contest	
1211	376	91.62357	7.393617	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	204	44.309864	7.147059	Contest	
1212	376	92.41382	7.382979	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	204	43.51962	7.127451	Contest	
1213	376	91.62357	7.393617	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	204	44.309864	7.147059	Contest	
1214	377	92.62357	7.382979	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	203	43.309864	7.127451	Contest	
1215	377	92.72284	7.3952255	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	203	43.210598	7.142857	Contest	
1216	376	92.41382	7.38992	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	204	43.51962	7.133005	Contest	
1217	376	91.62357	7.393617	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	204	44.309864	7.147059	Contest	
1218	375	91.41382	7.382979	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	205	44.51962	7.127451	Contest	
1219	374	91.27389	7.386667	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	206	44.659554	7.1414633	Contest	
1220	375	92.27389	7.385027	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	205	43.659554	7.145631	Contest	
1221	376	92.41382	7.392	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	204	43.51962	7.1512194	Contest	
1222	375	91.41382	7.393617	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	205	44.51962	7.147059	Contest	
1223	375	92.27389	7.386667	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	205	43.659554	7.1414633	Contest	
1224	374	91.99154	7.392	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	206	43.9419	7.1512194	Contest	
1225	375	92.27389	7.390374	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	205	43.659554	7.1553397	Contest	
1226	375	92.27389	7.392	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	205	43.659554	7.1512194	Contest	
1227	376	92.41382	7.392	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	204	43.51962	7.1512194	Contest	
1228	376	92.41382	7.393617	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	204	43.51962	7.147059	Contest	
1229	376	92.41382	7.393617	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	204	43.51962	7.147059	Contest	
1230	376	91.62357	7.393617	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	204	44.309864	7.147059	Contest	
1231	375	91.41382	7.382979	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	205	44.51962	7.127451	Contest	
1232	374	91.27389	7.386667	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	206	44.659554	7.1414633	Contest	
1233	374	91.27389	7.385027	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	206	44.659554	7.145631	Contest	
1234	373	90.99154	7.385027	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	207	44.9419	7.145631	Contest	
1235	373	90.99154	7.383378	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	207	44.9419	7.1497583	Contest	
1236	374	91.99154	7.383378	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	206	43.9419	7.1497583	Contest	
1237	374	91.79786	7.390374	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	206	44.135582	7.1553397	Contest	
1238	374	91.99154	7.385027	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	206	43.9419	7.145631	Contest	
1239	375	92.27389	7.390374	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	205	43.659554	7.1553397	Contest	
1240	376	92.41382	7.392	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	204	43.51962	7.1512194	Contest	
1241	376	91.62357	7.393617	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	204	44.309864	7.147059	Contest	
1242	375	91.41382	7.382979	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	205	44.51962	7.127451	Contest	
1243	375	92.27389	7.386667	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	205	43.659554	7.1414633	Contest	
1244	374	91.99154	7.392	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	206	43.9419	7.1512194	Contest	
1245	374	91.79786	7.390374	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	206	44.135582	7.1553397	Contest	
1246	374	91.99154	7.385027	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	206	43.9419	7.145631	Contest	
1247	373	91.51551	7.390374	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	207	44.417927	7.1553397	Contest	
1248	373	91.597984	7.38874	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	207	44.335457	7.1594205	Contest	
1249	373	91.597984	7.383378	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	207	44.335457	7.1497583	Contest	
1250	373	91.597984	7.383378	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	207	44.335457	7.1497583	Contest	
1251	374	91.99154	7.383378	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	206	43.9419	7.1497583	Contest	
1252	373	91.51551	7.390374	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	207	44.417927	7.1553397	Contest	
1253	374	91.99154	7.38874	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	206	43.9419	7.1594205	Contest	
1254	373	91.51551	7.390374	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	207	44.417927	7.1553397	Contest	
1255	373	91.597984	7.38874	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	207	44.335457	7.1594205	Contest	
1256	372	91.121956	7.383378	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	208	44.811485	7.1497583	Contest	
1257	372	91.121956	7.387097	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	208	44.811485	7.1634617	Contest	
1258	371	90.121956	7.387097	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	209	45.811485	7.1634617	Contest	
1259	370	89.90437	7.380054	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	210	46.02907	7.1578946	Contest	
1260	370	89.90437	7.3783784	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	210	46.02907	7.161905	Contest	
1261	369	89.64987	7.3783784	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	211	46.283573	7.161905	Contest	
1262	369	89.64987	7.3766937	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	211	46.283573	7.165877	Contest	
1263	368	89.359726	7.3766937	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	212	46.57372	7.165877	Contest	
1264	367	89.15221	7.3858695	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	213	46.78124	7.1603775	Contest	
1265	368	90.15221	7.3841963	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	212	45.78124	7.164319	Contest	
1266	368	89.54576	7.380435	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	212	46.38768	7.1509433	Contest	
1267	369	90.54576	7.3858695	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	211	45.38768	7.1603775	Contest	
1268	368	89.54576	7.382114	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	212	46.38768	7.1469193	Contest	
1269	368	90.15221	7.3858695	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	212	45.78124	7.1603775	Contest	
1270	368	90.15221	7.380435	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	212	45.78124	7.1509433	Contest	
1271	369	90.54576	7.380435	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	211	45.38768	7.1509433	Contest	
1272	369	90.54576	7.382114	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	211	45.38768	7.1469193	Contest	
1273	368	89.54576	7.382114	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	212	46.38768	7.1469193	Contest	
1274	368	90.15221	7.3858695	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	212	45.78124	7.1603775	Contest	
1275	368	89.54576	7.380435	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	212	46.38768	7.1509433	Contest	
1276	368	90.15221	7.3858695	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	212	45.78124	7.1603775	Contest	
1277	368	89.54576	7.380435	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	212	46.38768	7.1509433	Contest	
1278	368	90.15221	7.3858695	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	212	45.78124	7.1603775	Contest	
1279	368	89.54576	7.380435	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	212	46.38768	7.1509433	Contest	
1280	368	90.15221	7.3858695	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	212	45.78124	7.1603775	Contest	
1281	368	90.15221	7.380435	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	212	45.78124	7.1509433	Contest	
1282	368	89.54576	7.380435	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	212	46.38768	7.1509433	Contest	
1283	368	89.54576	7.3858695	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	212	46.38768	7.1603775	Contest	
1284	369	90.54576	7.3858695	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	211	45.38768	7.1603775	Contest	
1285	369	90.54576	7.382114	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	211	45.38768	7.1469193	Contest	
1286	368	89.54576	7.382114	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	212	46.38768	7.1469193	Contest	
1287	367	89.15221	7.3858695	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	213	46.78124	7.1603775	Contest	
1288	366	88.87975	7.3841963	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	214	47.053696	7.164319	Contest	
1289	366	89.460335	7.3825135	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	214	46.473114	7.1682243	Contest	
1290	366	88.87975	7.377049	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	214	47.053696	7.1588783	Contest	
1291	366	89.460335	7.3825135	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	214	46.473114	7.1682243	Contest	
1292	366	88.87975	7.377049	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	214	47.053696	7.1588783	Contest	
1293	366	88.87975	7.3825135	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	214	47.053696	7.1682243	Contest	
1294	366	89.460335	7.3825135	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	214	46.473114	7.1682243	Contest	
1295	365	88.460335	7.377049	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	215	47.473114	7.1588783	Contest	
1296	366	89.460335	7.3808217	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	214	46.473114	7.172093	Contest	
1297	367	89.87975	7.377049	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	213	46.053696	7.1588783	Contest	
1298	367	89.27331	7.3787465	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	213	46.660137	7.1549296	Contest	
1299	368	89.74934	7.3841963	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	212	46.18411	7.164319	Contest	
1300	368	90.27331	7.3858695	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	212	45.660137	7.1603775	Contest	
1301	368	89.74934	7.380435	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	212	46.18411	7.1509433	Contest	
1302	368	90.27331	7.3858695	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	212	45.660137	7.1603775	Contest	
1303	369	90.74934	7.380435	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	211	45.18411	7.1509433	Contest	
1304	369	90.74934	7.382114	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	211	45.18411	7.1469193	Contest	
1305	369	90.74934	7.382114	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	211	45.18411	7.1469193	Contest	
1306	369	90.02179	7.382114	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	211	45.91165	7.1469193	Contest	
1307	370	91.02179	7.3875337	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	210	44.91165	7.1563983	Contest	
1308	371	91.30414	7.383784	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	209	44.629307	7.142857	Contest	
1309	371	91.30414	7.3854446	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	209	44.629307	7.138756	Contest	
1310	370	90.30414	7.3854446	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	210	45.629307	7.138756	Contest	
1311	371	91.30414	7.3891892	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	209	44.629307	7.152381	Contest	
1312	370	90.30414	7.3854446	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	210	45.629307	7.138756	Contest	
1313	369	90.02179	7.3891892	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	211	45.91165	7.152381	Contest	
1314	369	90.02179	7.3875337	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	211	45.91165	7.1563983	Contest	
1315	369	90.02179	7.3875337	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	211	45.91165	7.1563983	Contest	
1316	370	91.02179	7.3875337	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	210	44.91165	7.1563983	Contest	
1317	369	90.02179	7.383784	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	211	45.91165	7.142857	Contest	
1318	369	90.54576	7.3875337	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	211	45.38768	7.1563983	Contest	
1319	368	89.54576	7.382114	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	212	46.38768	7.1469193	Contest	
1320	368	90.15221	7.3858695	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	212	45.78124	7.1603775	Contest	
1321	368	90.15221	7.380435	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	212	45.78124	7.1509433	Contest	
1322	368	90.15221	7.380435	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	212	45.78124	7.1509433	Contest	
1323	369	90.54576	7.380435	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	211	45.38768	7.1509433	Contest	
1324	369	90.54576	7.382114	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	211	45.38768	7.1469193	Contest	
1325	368	89.54576	7.382114	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	212	46.38768	7.1469193	Contest	
1326	369	90.54576	7.3858695	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	211	45.38768	7.1603775	Contest	
1327	369	90.02179	7.382114	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	211	45.91165	7.1469193	Contest	
1328	370	91.02179	7.3875337	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	210	44.91165	7.1563983	Contest	
