SIMULATION PARAMETERS:
n = 18
m = 32
p = 6
resource_noise_scale = 0.41666666
q = 0.0
E_C = 0.0
P_HF = 0.5
R_t = 0.0
SIMULATION DATA:
t	NATION 0 S	NATION 0 R	NATION 0 A_BAR	NATION 0 ACTION	NATION 1 S	NATION 1 R	NATION 1 A_BAR	NATION 1 ACTION	NATION 2 S	NATION 2 R	NATION 2 A_BAR	NATION 2 ACTION	NATION 3 S	NATION 3 R	NATION 3 A_BAR	NATION 3 ACTION	NATION 4 S	NATION 4 R	NATION 4 A_BAR	NATION 4 ACTION	NATION 5 S	NATION 5 R	NATION 5 A_BAR	NATION 5 ACTION	
589	357	88.421036	7.348315	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	31	5.548269	4.4848485	Contest	0	-0.77104974	0.0	Abandon	192	41.96414	7.015707	Contest	
590	357	88.421036	7.3557425	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	31	5.548269	4.451613	Contest	0	-0.77104974	0.0	Abandon	192	41.96414	7.0104165	Contest	
591	357	88.421036	7.3557425	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	30	5.4553237	4.451613	Contest	0	-0.77104974	0.0	Abandon	193	42.057087	7.0104165	Contest	
592	357	88.421036	7.3557425	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	29	5.396448	4.2	Contest	0	-0.77104974	0.0	Abandon	194	42.115963	6.9948187	Contest	
593	357	88.421036	7.3557425	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	29	5.396448	4.206897	Contest	0	-0.77104974	0.0	Abandon	194	42.115963	6.989691	Contest	
594	357	88.421036	7.3557425	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	28	5.255156	4.206897	Contest	0	-0.77104974	0.0	Abandon	195	42.257256	6.989691	Contest	
595	357	88.421036	7.3557425	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	27	5.162123	3.9285715	Contest	0	-0.77104974	0.0	Abandon	196	42.35029	6.974359	Contest	
596	357	88.421036	7.3557425	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	27	5.162123	3.925926	Contest	0	-0.77104974	0.0	Abandon	196	42.35029	6.9693875	Contest	
597	357	88.421036	7.3557425	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	27	5.162123	3.925926	Contest	0	-0.77104974	0.0	Abandon	196	42.35029	6.9693875	Contest	
598	357	88.421036	7.3557425	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	26	5.0140815	3.925926	Contest	0	-0.77104974	0.0	Abandon	197	42.49833	6.9693875	Contest	
599	357	88.421036	7.3557425	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	25	4.890698	3.6153846	Contest	0	-0.77104974	0.0	Abandon	198	42.62171	6.9543147	Contest	
600	357	88.421036	7.3557425	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	24	4.7993526	3.6	Contest	0	-0.77104974	0.0	Abandon	199	42.71306	6.949495	Contest	
601	358	88.62434	7.3557425	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	22	4.541369	3.25	Contest	0	-0.77104974	0.0	Abandon	200	42.767742	6.9346733	Contest	
602	359	88.68863	7.3519554	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	22	4.568419	3.1818182	Contest	0	-0.77104974	0.0	Abandon	199	42.676395	6.93	Contest	
603	359	88.68863	7.3593316	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	22	4.568419	3.3636363	Contest	0	-0.77104974	0.0	Abandon	199	42.676395	6.9346733	Contest	
604	359	88.68863	7.3593316	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	22	4.568419	3.3636363	Contest	0	-0.77104974	0.0	Abandon	199	42.676395	6.9346733	Contest	
605	359	88.68863	7.3593316	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	22	4.568419	3.3636363	Contest	0	-0.77104974	0.0	Abandon	199	42.676395	6.9346733	Contest	
606	360	88.92654	7.3593316	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	21	4.3305125	3.3636363	Contest	0	-0.77104974	0.0	Abandon	199	42.676395	6.9346733	Contest	
607	361	89.04115	7.3555555	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	20	4.2158976	3.3333333	Contest	0	-0.77104974	0.0	Abandon	199	42.676395	6.9346733	Contest	
608	361	89.04115	7.357341	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	18	3.9740856	3.4	Abandon	0	-0.77104974	0.0	Abandon	200	42.767742	6.9346733	Contest	
609	362	89.19162	7.357341	Colonize	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	17	3.8216548	3.2222223	Contest	0	-0.77104974	0.0	Abandon	201	42.920174	6.93	Contest	
610	363	89.255585	7.353591	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	17	3.9101214	2.7058823	Contest	0	-0.77104974	0.0	Abandon	200	42.767742	6.915423	Contest	
611	363	89.255585	7.3608813	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	16	3.7576904	3.0588236	Contest	0	-0.77104974	0.0	Abandon	201	42.920174	6.93	Contest	
612	364	89.42282	7.3608813	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	14	3.4933193	2.5	Contest	0	-0.77104974	0.0	Abandon	202	43.017307	6.915423	Contest	
613	364	89.213844	7.3626375	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	14	3.5209992	2.0	Contest	0	-0.77104974	0.0	Abandon	202	43.19861	6.910891	Contest	
614	365	89.61416	7.3626375	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	13	3.301981	2.142857	Contest	0	-0.77104974	0.0	Abandon	202	43.017307	6.90099	Contest	
615	366	89.70736	7.358904	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	12	3.2087767	1.8461539	Contest	0	-0.77104974	0.0	Abandon	202	43.017307	6.910891	Contest	
616	367	89.85796	7.3661203	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	11	3.058176	1.6666666	Contest	0	-0.77104974	0.0	Abandon	202	43.017307	6.910891	Contest	
617	366	89.45765	7.3678474	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	12	3.2771943	1.4545455	Contest	0	-0.77104974	0.0	Abandon	202	43.19861	6.910891	Contest	
618	367	89.85796	7.371585	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	12	3.369951	1.8333334	Contest	0	-0.77104974	0.0	Abandon	201	42.705532	6.90099	Contest	
619	367	89.85796	7.3678474	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	12	3.369951	1.3333334	Contest	0	-0.77104974	0.0	Abandon	201	42.705532	6.8955226	Contest	
620	367	89.85796	7.3678474	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	11	3.058176	1.3333334	Contest	0	-0.77104974	0.0	Abandon	202	43.017307	6.8955226	Contest	
621	367	89.85796	7.3678474	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	11	3.058176	1.4545455	Contest	0	-0.77104974	0.0	Abandon	202	43.017307	6.910891	Contest	
622	368	90.0025	7.3678474	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	11	3.1326568	1.4545455	Contest	0	-0.77104974	0.0	Abandon	201	42.79829	6.910891	Contest	
623	368	90.0025	7.375	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	11	3.2254136	1.8181819	Contest	0	-0.77104974	0.0	Abandon	201	42.705532	6.8955226	Contest	
624	368	90.0025	7.375	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	9	2.7690642	1.2727273	Abandon	0	-0.77104974	0.0	Abandon	202	43.017307	6.8955226	Contest	
625	368	89.746765	7.375	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	9	2.7690642	1.5555556	Contest	0	-0.77104974	0.0	Abandon	203	43.417625	6.910891	Contest	
626	369	90.14708	7.375	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	9	2.7690642	1.5555556	Contest	0	-0.77104974	0.0	Abandon	202	43.017307	6.916256	Contest	
627	369	90.14708	7.3712735	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	10	2.9880824	1.5555556	Contest	0	-0.77104974	0.0	Abandon	201	42.79829	6.910891	Contest	
628	369	90.14708	7.3712735	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	10	2.9880824	2.0	Contest	0	-0.77104974	0.0	Abandon	201	42.79829	6.8955226	Contest	
629	370	90.318954	7.3712735	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	10	3.1279848	2.0	Contest	0	-0.77104974	0.0	Abandon	200	42.486515	6.8955226	Contest	
630	371	90.62725	7.372973	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	8	2.50791	2.0	Contest	0	-0.77104974	0.0	Abandon	201	42.79829	6.89	Contest	
631	372	90.99077	7.374663	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	5	0.9253733	2.0	Abandon	0	-0.77104974	0.0	Abandon	202	43.017307	6.8955226	Contest	
632	372	91.590454	7.354839	Colonize	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	4	0.7610682	1.6	Abandon	0	-0.77104974	0.0	Abandon	203	43.417625	6.910891	Contest	
633	373	91.75476	7.3817205	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	4	0.7610682	1.5	Contest	0	-0.77104974	0.0	Abandon	203	43.417625	6.916256	Contest	
634	373	91.75476	7.383378	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	4	0.7610682	1.5	Contest	0	-0.77104974	0.0	Abandon	203	43.417625	6.916256	Contest	
635	374	92.155075	7.383378	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	4	0.7610682	1.5	Contest	0	-0.77104974	0.0	Abandon	202	43.017307	6.916256	Contest	
636	375	92.3075	7.379679	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	4	0.7610682	1.5	Contest	0	-0.77104974	0.0	Abandon	201	42.864876	6.910891	Contest	
637	376	92.40464	7.386667	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	4	0.7610682	1.5	Contest	0	-0.77104974	0.0	Abandon	200	42.767742	6.915423	Contest	
638	376	92.09567	7.382979	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	4	0.7610682	1.5	Contest	0	-0.77104974	0.0	Abandon	200	43.076714	6.93	Contest	
639	377	92.49599	7.393617	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	3	0.51790667	1.5	Contest	0	-0.77104974	0.0	Abandon	200	42.919556	6.94	Contest	
640	377	92.49599	7.38992	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	3	0.51790667	1.3333334	Contest	0	-0.77104974	0.0	Abandon	200	42.919556	6.94	Contest	
641	376	92.09567	7.38992	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	3	0.51790667	1.3333334	Contest	0	-0.77104974	0.0	Abandon	201	43.319874	6.94	Contest	
642	377	92.49599	7.393617	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	2	0.30032176	1.3333334	Contest	0	-0.77104974	0.0	Abandon	201	43.137142	6.955224	Contest	
643	376	92.09567	7.38992	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	2	0.30032176	1.0	Contest	0	-0.77104974	0.0	Abandon	202	43.53746	6.9452734	Contest	
644	376	92.09567	7.393617	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	2	0.30032176	1.0	Contest	0	-0.77104974	0.0	Abandon	202	43.53746	6.960396	Contest	
645	376	92.09567	7.393617	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	2	0.30032176	1.0	Contest	0	-0.77104974	0.0	Abandon	202	43.53746	6.960396	Contest	
646	376	92.09567	7.393617	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	1	0.066283315	1.0	Contest	0	-0.77104974	0.0	Abandon	203	43.7715	6.960396	Contest	
647	377	92.49599	7.393617	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	1	0.066283315	0.0	Contest	0	-0.77104974	0.0	Abandon	202	43.37118	6.965517	Contest	
648	378	92.64403	7.38992	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	1	0.066283315	0.0	Contest	0	-0.77104974	0.0	Abandon	201	43.22314	6.9504952	Contest	
649	378	92.385	7.3915343	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	1	0.066283315	0.0	Contest	0	-0.77104974	0.0	Abandon	201	43.482166	6.9452734	Contest	
650	378	92.476295	7.3968253	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	1	0.066283315	0.0	Contest	0	-0.77104974	0.0	Abandon	201	43.39087	6.955224	Contest	
651	378	92.476295	7.3862433	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	1	0.066283315	0.0	Contest	0	-0.77104974	0.0	Abandon	201	43.39087	6.935323	Contest	
652	378	92.385	7.3862433	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	1	0.066283315	0.0	Contest	0	-0.77104974	0.0	Abandon	201	43.482166	6.935323	Contest	
653	378	92.385	7.3968253	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	1	0.066283315	0.0	Contest	0	-0.77104974	0.0	Abandon	201	43.482166	6.955224	Contest	
654	377	92.07598	7.3968253	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	1	0.066283315	0.0	Contest	0	-0.77104974	0.0	Abandon	202	43.791187	6.955224	Contest	
655	376	91.07598	7.3952255	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	1	0.066283315	0.0	Contest	0	-0.77104974	0.0	Abandon	203	44.791187	6.960396	Contest	
656	377	92.07598	7.393617	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	1	0.066283315	0.0	Contest	0	-0.77104974	0.0	Abandon	202	43.791187	6.965517	Contest	
657	377	91.385	7.3952255	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	1	0.066283315	0.0	Contest	0	-0.77104974	0.0	Abandon	202	44.482166	6.960396	Contest	
658	378	92.385	7.38992	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	1	0.066283315	0.0	Contest	0	-0.77104974	0.0	Abandon	201	43.482166	6.9504952	Contest	
659	379	92.78532	7.3968253	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	1	0.066283315	0.0	Contest	0	-0.77104974	0.0	Abandon	200	43.08185	6.955224	Contest	
660	378	92.385	7.39314	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	1	0.066283315	0.0	Contest	0	-0.77104974	0.0	Abandon	201	43.482166	6.94	Contest	
661	378	92.476295	7.3968253	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	1	0.066283315	0.0	Contest	0	-0.77104974	0.0	Abandon	201	43.39087	6.955224	Contest	
662	378	92.476295	7.3862433	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	1	0.066283315	0.0	Contest	0	-0.77104974	0.0	Abandon	201	43.39087	6.935323	Contest	
663	377	92.07598	7.3862433	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	1	0.066283315	0.0	Contest	0	-0.77104974	0.0	Abandon	202	43.791187	6.935323	Contest	
664	378	92.385	7.3952255	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	1	0.066283315	0.0	Contest	0	-0.77104974	0.0	Abandon	201	43.482166	6.960396	Contest	
665	377	92.07598	7.3968253	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	1	0.066283315	0.0	Contest	0	-0.77104974	0.0	Abandon	202	43.791187	6.955224	Contest	
666	377	91.385	7.3952255	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	1	0.066283315	0.0	Contest	0	-0.77104974	0.0	Abandon	202	44.482166	6.960396	Contest	
667	377	92.07598	7.38992	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	1	0.066283315	0.0	Contest	0	-0.77104974	0.0	Abandon	202	43.791187	6.9504952	Contest	
668	378	92.385	7.3952255	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	1	0.066283315	0.0	Contest	0	-0.77104974	0.0	Abandon	201	43.482166	6.960396	Contest	
669	379	92.78532	7.3968253	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	1	0.066283315	0.0	Contest	0	-0.77104974	0.0	Abandon	200	43.08185	6.955224	Contest	
670	379	92.78532	7.39314	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	1	0.066283315	0.0	Contest	0	-0.77104974	0.0	Abandon	200	43.08185	6.94	Contest	
671	379	92.78532	7.39314	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	1	0.066283315	0.0	Contest	0	-0.77104974	0.0	Abandon	200	43.08185	6.94	Contest	
672	379	92.43969	7.39314	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	1	0.066283315	0.0	Contest	0	-0.77104974	0.0	Abandon	200	43.427483	6.94	Contest	
673	380	92.840004	7.398417	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	1	0.066283315	0.0	Contest	0	-0.77104974	0.0	Abandon	199	43.027164	6.98	Contest	
674	380	92.840004	7.394737	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	1	0.066283315	0.0	Contest	0	-0.77104974	0.0	Abandon	199	43.027164	6.964824	Contest	
675	381	92.96339	7.394737	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	1	0.066283315	0.0	Contest	0	-0.77104974	0.0	Abandon	198	42.90378	6.964824	Contest	
676	382	93.05642	7.3963256	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	1	0.066283315	0.0	Contest	0	-0.77104974	0.0	Abandon	197	42.81075	6.989899	Contest	
677	382	93.05642	7.39267	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	1	0.066283315	0.0	Contest	0	-0.77104974	0.0	Abandon	197	42.81075	7.005076	Contest	
678	383	93.14936	7.39267	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	1	0.066283315	0.0	Contest	0	-0.77104974	0.0	Abandon	196	42.717804	7.005076	Contest	
679	384	93.21564	7.3942556	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	196	42.717804	7.0102043	Contest	
680	384	93.04936	7.4010415	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	196	42.884083	7.0102043	Contest	
681	383	92.74034	7.40625	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	197	43.193104	7.020408	Contest	
682	383	92.74034	7.4047	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	197	43.193104	7.0253806	Contest	
683	382	92.59981	7.4047	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	198	43.333633	7.0253806	Contest	
684	382	92.59981	7.408377	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	198	43.333633	7.040404	Contest	
685	382	92.59981	7.408377	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	198	43.333633	7.040404	Contest	
686	381	91.59981	7.408377	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	199	44.333633	7.040404	Contest	
687	380	91.36577	7.4015746	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	200	44.567673	7.035176	Contest	
688	380	91.36577	7.405263	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	200	44.567673	7.05	Contest	
689	379	91.15601	7.405263	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	201	44.777428	7.05	Contest	
690	379	91.15601	7.403694	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	201	44.777428	7.0547266	Contest	
691	380	92.15601	7.403694	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	200	43.777428	7.0547266	Contest	
692	381	92.36577	7.4	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	199	43.567673	7.04	Contest	
693	380	91.36577	7.406824	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	200	44.567673	7.045226	Contest	
694	380	92.15601	7.405263	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	200	43.777428	7.05	Contest	
695	380	92.15601	7.4	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	200	43.777428	7.04	Contest	
696	380	92.15601	7.4	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	200	43.777428	7.04	Contest	
697	380	92.15601	7.4	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	200	43.777428	7.04	Contest	
698	381	92.36577	7.4	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	199	43.567673	7.04	Contest	
699	381	92.36577	7.406824	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	199	43.567673	7.045226	Contest	
700	381	92.36577	7.406824	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	199	43.567673	7.045226	Contest	
701	381	91.59981	7.406824	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	199	44.333633	7.045226	Contest	
702	382	92.59981	7.4015746	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	198	43.333633	7.035176	Contest	
703	382	92.59981	7.408377	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	198	43.333633	7.040404	Contest	
704	382	91.90883	7.408377	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	198	44.024612	7.040404	Contest	
705	383	92.90883	7.39267	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	197	43.024612	7.010101	Contest	
706	383	92.90883	7.4047	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	197	43.024612	7.0253806	Contest	
707	383	92.81739	7.4047	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	197	43.116047	7.0253806	Contest	
708	384	93.12641	7.4047	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	196	42.807026	7.0253806	Contest	
709	384	93.12641	7.40625	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	196	42.807026	7.020408	Contest	
710	384	93.060555	7.40625	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	196	42.872887	7.020408	Contest	
711	384	93.060555	7.3958335	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	196	42.872887	7.0	Contest	
712	384	93.060555	7.3958335	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	196	42.872887	7.0	Contest	
713	383	92.81739	7.3958335	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	197	43.116047	7.0	Contest	
714	383	92.90883	7.4047	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	197	43.024612	7.0253806	Contest	
715	383	92.81739	7.4047	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	197	43.116047	7.0253806	Contest	
716	383	92.90883	7.4047	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	197	43.024612	7.0253806	Contest	
717	383	92.90883	7.4047	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	197	43.024612	7.0253806	Contest	
718	382	92.59981	7.4047	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	198	43.333633	7.0253806	Contest	
