SIMULATION PARAMETERS:
n = 360
m = 640
k = 1
p = 20
recruit_likeliness = 0.5
defeat_likeliness = 0.001
starting_control = 100
resource_noise_scale = 0.06588078

SIMULATION DATA:
t	NATION -1 SIZE	NATION -1 RESOURCES	NATION 0 SIZE	NATION 0 RESOURCES	NATION 1 SIZE	NATION 1 RESOURCES	NATION 2 SIZE	NATION 2 RESOURCES	NATION 3 SIZE	NATION 3 RESOURCES	NATION 4 SIZE	NATION 4 RESOURCES	NATION 5 SIZE	NATION 5 RESOURCES	NATION 6 SIZE	NATION 6 RESOURCES	NATION 7 SIZE	NATION 7 RESOURCES	NATION 8 SIZE	NATION 8 RESOURCES	NATION 9 SIZE	NATION 9 RESOURCES	NATION 10 SIZE	NATION 10 RESOURCES	NATION 11 SIZE	NATION 11 RESOURCES	NATION 12 SIZE	NATION 12 RESOURCES	NATION 13 SIZE	NATION 13 RESOURCES	NATION 14 SIZE	NATION 14 RESOURCES	NATION 15 SIZE	NATION 15 RESOURCES	NATION 16 SIZE	NATION 16 RESOURCES	NATION 17 SIZE	NATION 17 RESOURCES	NATION 18 SIZE	NATION 18 RESOURCES	NATION 19 SIZE	NATION 19 RESOURCES	
101	181767.0	42053.15	1096.0	201.45395	2977.0	541.6547	3122.0	796.7101	3034.0	750.20337	1901.0	361.31387	2201.0	339.04248	1328.0	378.35617	2937.0	803.5497	3087.0	757.3019	1820.0	499.00287	3060.0	648.1383	2682.0	424.8416	2407.0	597.16156	2987.0	670.84906	2381.0	453.02176	3033.0	761.1751	2994.0	603.0006	2296.0	459.97586	1329.0	275.93893	1961.0	380.08847	
102	178809.0	41389.67	1152.0	218.43275	3204.0	584.1005	3333.0	849.7105	3252.0	797.3368	2034.0	390.88916	2271.0	357.463	1408.0	403.65918	3169.0	865.14386	3284.0	804.4567	1897.0	517.97363	3254.0	700.5263	2842.0	457.4936	2557.0	626.06104	3180.0	703.5228	2478.0	467.09323	3236.0	794.1756	3231.0	656.1849	2397.0	491.4389	1358.0	282.7527	2054.0	397.82465	
103	175766.0	40701.855	1217.0	236.83113	3422.0	627.2092	3568.0	908.5092	3477.0	845.47015	2172.0	424.75186	2349.0	378.1439	1493.0	431.51688	3380.0	921.88196	3500.0	856.395	1992.0	540.08435	3471.0	761.2077	3003.0	490.6563	2703.0	653.0023	3378.0	736.12085	2568.0	481.3695	3462.0	829.95557	3452.0	705.32153	2500.0	523.3895	1382.0	287.7781	2145.0	414.46094	
104	172698.0	39999.49	1273.0	253.26694	3636.0	669.94446	3803.0	966.32196	3701.0	896.8706	2310.0	458.8266	2425.0	400.2838	1576.0	459.07257	3622.0	986.95013	3732.0	912.5456	2106.0	566.1534	3680.0	820.30914	3165.0	522.67664	2853.0	678.8801	3558.0	765.87415	2660.0	497.9079	3695.0	864.8448	3693.0	765.6033	2585.0	548.02124	1398.0	291.35965	2231.0	430.7506	
105	169499.0	39254.348	1337.0	270.9405	3854.0	712.09375	4049.0	1025.6587	3961.0	956.16345	2443.0	493.50858	2492.0	421.24054	1665.0	489.26465	3862.0	1053.2716	3988.0	975.29987	2203.0	588.5142	3884.0	874.67633	3356.0	564.4744	3004.0	703.8961	3741.0	796.6413	2752.0	515.2066	3936.0	900.94244	3943.0	832.5025	2691.0	582.15765	1419.0	295.86264	2321.0	449.26114	
106	166371.0	38530.234	1403.0	289.3631	4097.0	757.8313	4284.0	1079.6664	4217.0	1017.8103	2587.0	532.0076	2549.0	440.79062	1760.0	521.13403	4101.0	1119.128	4216.0	1029.2059	2293.0	609.6622	4081.0	926.00006	3516.0	597.27405	3164.0	729.19885	3954.0	836.3553	2833.0	532.19324	4184.0	938.9884	4169.0	894.1971	2773.0	607.62714	1449.0	301.83658	2399.0	465.25223	
107	163187.0	37796.41	1475.0	308.7056	4364.0	807.4968	4493.0	1126.9326	4460.0	1076.8254	2717.0	568.8576	2615.0	463.59088	1851.0	549.6243	4342.0	1186.2113	4441.0	1081.4142	2387.0	631.3994	4289.0	981.0917	3691.0	636.0756	3337.0	756.6363	4162.0	871.14764	2917.0	550.3558	4427.0	977.5017	4430.0	963.42426	2868.0	634.7516	1473.0	307.1084	2474.0	480.25586	
108	159824.0	37023.543	1558.0	332.1956	4639.0	859.2557	4714.0	1176.7933	4730.0	1145.3899	2876.0	612.88837	2697.0	487.2446	1938.0	577.01624	4596.0	1253.9125	4674.0	1132.6808	2492.0	657.803	4504.0	1034.7615	3900.0	679.64404	3493.0	779.0755	4381.0	912.77606	2999.0	568.2688	4681.0	1019.8619	4688.0	1029.6503	2972.0	664.8202	1491.0	311.85654	2553.0	496.43588	
109	156509.0	36262.33	1618.0	349.18332	4880.0	903.6825	4945.0	1224.6864	4982.0	1210.1456	3017.0	654.7454	2769.0	509.6856	2042.0	610.6526	4863.0	1323.9393	4893.0	1180.15	2592.0	684.0738	4732.0	1087.7863	4088.0	717.589	3663.0	803.9559	4607.0	956.9268	3089.0	588.6063	4930.0	1062.5767	4971.0	1104.88	3071.0	691.43823	1509.0	316.71353	2630.0	511.99332	
110	153177.0	35488.766	1687.0	366.70737	5133.0	952.3891	5171.0	1273.9294	5232.0	1274.244	3187.0	706.20197	2811.0	521.7625	2145.0	642.2147	5143.0	1397.9015	5115.0	1226.9397	2706.0	713.08496	4949.0	1140.8359	4288.0	761.5375	3810.0	824.6733	4818.0	998.7711	3171.0	606.549	5199.0	1110.9719	5252.0	1176.8513	3163.0	719.2537	1526.0	321.63522	2717.0	530.5704	
111	149878.0	34719.33	1757.0	384.15012	5405.0	1008.87775	5408.0	1326.2617	5494.0	1338.9043	3358.0	756.60394	2859.0	534.5769	2218.0	663.8157	5407.0	1464.7382	5329.0	1271.542	2821.0	745.56824	5171.0	1194.9275	4474.0	801.6216	3941.0	840.55194	5042.0	1042.821	3258.0	626.26855	5457.0	1161.8761	5527.0	1249.3085	3250.0	746.095	1539.0	325.85764	2807.0	552.1358	
112	146490.0	33925.395	1833.0	402.8041	5639.0	1057.1028	5630.0	1373.2917	5741.0	1400.9811	3519.0	806.1167	2913.0	552.0021	2332.0	698.2954	5706.0	1537.2357	5571.0	1323.9221	2930.0	775.9165	5397.0	1248.1278	4675.0	845.21423	4068.0	855.8125	5271.0	1087.9146	3344.0	645.3536	5723.0	1213.3086	5828.0	1328.0443	3347.0	774.53296	1550.0	329.82288	2893.0	574.6622	
113	143150.0	33155.4	1901.0	416.72058	5862.0	1105.1268	5878.0	1429.7778	6021.0	1465.0345	3692.0	858.84424	2967.0	567.5594	2441.0	729.51575	6004.0	1603.0829	5798.0	1371.3794	3040.0	804.9528	5616.0	1297.9519	4855.0	886.9821	4189.0	870.4792	5508.0	1134.1726	3425.0	665.7646	5986.0	1266.3682	6103.0	1399.1528	3431.0	798.1436	1561.0	333.83163	2972.0	595.5574	
114	139701.0	32367.59	1954.0	424.44904	6112.0	1162.1157	6104.0	1478.8909	6289.0	1526.4274	3873.0	910.5845	3025.0	584.2271	2548.0	761.97833	6295.0	1666.492	6032.0	1419.1954	3155.0	832.4502	5866.0	1355.0453	5078.0	941.79443	4290.0	882.70306	5764.0	1185.7087	3511.0	684.8091	6243.0	1316.392	6411.0	1475.3018	3533.0	827.0638	1570.0	337.0581	3046.0	615.58984	
115	136225.0	31576.791	2007.0	431.52374	6339.0	1214.2786	6325.0	1528.6084	6551.0	1585.7684	4033.0	957.16034	3076.0	599.83185	2665.0	799.8494	6633.0	1737.6066	6279.0	1469.1356	3267.0	857.782	6105.0	1411.0588	5297.0	996.41614	4409.0	897.87714	6005.0	1231.8982	3592.0	702.88196	6531.0	1373.4319	6731.0	1553.704	3632.0	854.12476	1577.0	339.70538	3121.0	636.3563	
116	132824.0	30809.764	2057.0	438.08276	6549.0	1262.7695	6530.0	1576.5758	6817.0	1644.7562	4198.0	1001.59863	3129.0	615.23444	2773.0	833.2737	6945.0	1801.0654	6532.0	1518.9062	3375.0	881.8638	6335.0	1462.6064	5530.0	1058.8433	4526.0	913.38477	6249.0	1278.3552	3669.0	719.2033	6790.0	1424.7426	7056.0	1634.2406	3731.0	881.801	1585.0	342.73862	3200.0	656.048	
117	129470.0	30065.38	2102.0	443.6438	6744.0	1306.9678	6723.0	1620.515	7095.0	1708.5546	4378.0	1050.6198	3180.0	629.78564	2878.0	863.3668	7186.0	1848.4912	6780.0	1567.2451	3506.0	910.3231	6541.0	1508.7406	5751.0	1115.009	4639.0	929.51294	6503.0	1327.3201	3745.0	734.0001	7079.0	1480.2682	7379.0	1707.4186	3844.0	916.2789	1591.0	344.93686	3286.0	677.54	
118	126127.0	29324.156	2154.0	450.27658	6931.0	1351.1936	6919.0	1661.7806	7361.0	1769.6366	4557.0	1093.9347	3230.0	643.96826	2997.0	896.5979	7414.0	1895.5261	7050.0	1619.2048	3635.0	938.53784	6740.0	1553.7899	5979.0	1172.1007	4747.0	946.3984	6746.0	1375.4851	3820.0	745.7613	7360.0	1534.8733	7728.0	1789.984	3948.0	948.59534	1596.0	346.7514	3361.0	697.39557	
119	122899.0	28606.72	2199.0	456.3177	7106.0	1392.3673	7091.0	1697.4794	7657.0	1836.642	4757.0	1142.0504	3273.0	654.3327	3109.0	929.2033	7617.0	1936.5326	7304.0	1665.0092	3756.0	964.46606	6927.0	1596.6544	6201.0	1227.9203	4868.0	965.5317	6978.0	1423.3494	3896.0	759.0509	7616.0	1584.4762	8065.0	1872.9325	4044.0	979.16644	1601.0	348.6064	3436.0	717.1352	
120	119662.0	27886.229	2244.0	463.14902	7287.0	1437.8359	7256.0	1733.2339	7940.0	1898.2233	4946.0	1187.5016	3313.0	665.316	3227.0	960.2355	7837.0	1979.8756	7530.0	1703.8844	3875.0	989.27045	7113.0	1640.151	6441.0	1289.0288	4974.0	983.51666	7205.0	1470.9579	3976.0	771.6959	7879.0	1634.0005	8427.0	1959.4271	4148.0	1013.41266	1604.0	349.74283	3516.0	739.28485	
121	116351.0	27150.705	2282.0	468.69647	7471.0	1483.7583	7410.0	1766.5879	8238.0	1962.8347	5124.0	1229.2769	3361.0	677.83936	3366.0	995.9197	8024.0	2017.1189	7756.0	1740.2965	4017.0	1018.4051	7307.0	1686.5566	6684.0	1346.2408	5101.0	1005.7663	7429.0	1518.0046	4062.0	785.86255	8137.0	1683.7799	8804.0	2052.3774	4264.0	1051.7987	1608.0	351.2251	3604.0	762.8283	
122	113167.0	26439.602	2321.0	475.41046	7641.0	1526.9604	7560.0	1803.3611	8536.0	2027.1971	5313.0	1272.5646	3412.0	690.26935	3494.0	1027.3129	8232.0	2059.0051	7973.0	1776.9368	4149.0	1045.3405	7499.0	1732.547	6929.0	1402.0596	5200.0	1022.98004	7653.0	1568.6349	4129.0	796.5376	8383.0	1733.3098	9155.0	2138.4504	4362.0	1082.8291	1609.0	351.5975	3683.0	782.9668	
123	109962.0	25716.512	2361.0	483.10645	7840.0	1577.8035	7702.0	1839.7601	8837.0	2095.7644	5527.0	1323.6455	3456.0	700.708	3605.0	1052.5652	8415.0	2096.8174	8191.0	1814.3691	4270.0	1069.3331	7676.0	1777.4045	7151.0	1453.1133	5305.0	1042.619	7858.0	1615.0725	4212.0	809.916	8646.0	1785.6848	9552.0	2233.269	4461.0	1114.1821	1609.0	351.5975	3764.0	802.67285	
124	106779.0	25009.63	2402.0	491.1218	8006.0	1622.0605	7839.0	1874.3928	9158.0	2167.1929	5745.0	1377.077	3497.0	710.1045	3721.0	1076.7063	8601.0	2131.293	8385.0	1848.767	4402.0	1094.5582	7845.0	1820.591	7399.0	1505.6277	5419.0	1064.3748	8059.0	1658.0474	4285.0	821.7319	8913.0	1839.8358	9935.0	2322.4258	4551.0	1142.7048	1609.0	351.5975	3850.0	826.0722	
125	103584.0	24306.88	2441.0	499.00455	8187.0	1666.9976	7955.0	1902.3422	9459.0	2234.5293	5970.0	1432.6161	3530.0	717.6266	3838.0	1102.3629	8805.0	2167.0266	8596.0	1887.3473	4523.0	1117.5284	8014.0	1862.7677	7637.0	1551.732	5539.0	1091.0986	8237.0	1693.1869	4368.0	834.62024	9183.0	1896.6367	10339.0	2417.5542	4651.0	1172.7802	1609.0	351.5975	3935.0	849.6054	
126	100460.0	23619.693	2481.0	506.6584	8355.0	1707.2666	8068.0	1929.2793	9767.0	2303.3574	6176.0	1483.583	3571.0	726.5535	3973.0	1130.8667	8995.0	2199.7217	8802.0	1927.1387	4652.0	1142.4993	8198.0	1906.9595	7850.0	1592.4376	5651.0	1117.1132	8417.0	1726.4993	4445.0	847.34393	9413.0	1945.7184	10750.0	2517.2405	4745.0	1200.8762	1609.0	351.5975	4022.0	873.41235	
127	97302.0	22922.707	2526.0	514.9258	8531.0	1749.6858	8190.0	1959.7128	10076.0	2372.7385	6410.0	1541.0095	3607.0	734.29205	4117.0	1160.7397	9167.0	2228.2021	8998.0	1964.25	4794.0	1172.2736	8366.0	1948.4614	8072.0	1635.8165	5757.0	1142.2963	8567.0	1753.028	4512.0	857.61554	9660.0	1998.1914	11173.0	2617.0474	4859.0	1233.255	1609.0	351.5975	4107.0	897.86847	
128	94149.0	22221.387	2564.0	521.882	8708.0	1793.7758	8303.0	1985.7825	10428.0	2452.5647	6618.0	1596.0857	3646.0	741.8848	4254.0	1189.9648	9347.0	2262.2222	9183.0	1998.749	4926.0	1199.0702	8551.0	1989.6472	8296.0	1679.2969	5866.0	1168.5146	8719.0	1781.2977	4590.0	868.44116	9903.0	2050.3435	11591.0	2719.1792	4956.0	1260.6196	1609.0	351.5975	4193.0	923.45166	
129	91106.0	21532.027	2601.0	528.7992	8866.0	1830.9319	8418.0	2014.2404	10740.0	2525.2136	6807.0	1645.4725	3688.0	749.87225	4398.0	1219.6031	9488.0	2289.0813	9372.0	2035.3374	5079.0	1231.5579	8725.0	2027.3815	8494.0	1717.1824	5992.0	1202.1707	8861.0	1807.7334	4679.0	882.29266	10136.0	2102.705	12011.0	2821.3547	5054.0	1290.4762	1610.0	351.7744	4275.0	950.5717	
130	88150.0	20856.047	2640.0	535.58374	9001.0	1863.0135	8527.0	2042.2115	11086.0	2606.3267	6959.0	1687.4025	3716.0	754.7779	4558.0	1254.6029	9617.0	2313.4639	9580.0	2075.9766	5221.0	1260.184	8882.0	2058.6892	8707.0	1760.7211	6127.0	1238.9517	9000.0	1833.6675	4761.0	893.8961	10346.0	2151.9558	12404.0	2922.0266	5152.0	1319.567	1610.0	351.7744	4356.0	974.92615	
