SIMULATION PARAMETERS:
n = 270
m = 480
k = 1
p = 10
recruit_likeliness = 0.01
defeat_likeliness = 0.1
starting_control = 100
resource_noise_scale = 0.008784105

SIMULATION DATA:
t	NATION -1 SIZE	NATION -1 RESOURCES	NATION 0 SIZE	NATION 0 RESOURCES	NATION 1 SIZE	NATION 1 RESOURCES	NATION 2 SIZE	NATION 2 RESOURCES	NATION 3 SIZE	NATION 3 RESOURCES	NATION 4 SIZE	NATION 4 RESOURCES	NATION 5 SIZE	NATION 5 RESOURCES	NATION 6 SIZE	NATION 6 RESOURCES	NATION 7 SIZE	NATION 7 RESOURCES	NATION 8 SIZE	NATION 8 RESOURCES	NATION 9 SIZE	NATION 9 RESOURCES	
507	122011.0	25048.688	449.0	46.23999	232.0	39.351013	3.0	1.8966382	1037.0	342.48907	40.0	8.2895565	849.0	105.6986	1252.0	255.4441	742.0	114.359985	1792.0	771.35956	1193.0	301.61215	
508	121733.0	24978.85	479.0	49.348007	237.0	40.138462	3.0	1.8966382	1098.0	363.60565	40.0	8.2895565	883.0	110.50454	1276.0	259.63373	775.0	119.517845	1829.0	785.90234	1247.0	317.73828	
509	121478.0	24914.12	498.0	51.26715	240.0	40.63139	2.0	1.4448538	1154.0	383.9294	40.0	8.2895565	922.0	116.286606	1308.0	265.59683	805.0	124.03186	1863.0	799.30994	1290.0	330.51422	
510	121228.0	24847.473	520.0	53.94256	245.0	41.39015	2.0	1.4448538	1215.0	405.13535	40.0	8.2895565	945.0	119.91322	1336.0	271.08838	831.0	128.22911	1900.0	813.68964	1338.0	344.83188	
511	120972.0	24781.436	537.0	55.903805	246.0	41.501015	2.0	1.4448538	1277.0	424.79773	41.0	8.453732	971.0	123.62664	1372.0	277.34167	859.0	132.74225	1948.0	832.1825	1375.0	356.0008	
512	120714.0	24715.191	560.0	58.43644	251.0	42.24901	2.0	1.4448538	1338.0	444.16718	44.0	8.924723	985.0	125.608536	1415.0	284.69632	881.0	136.3409	1992.0	849.2793	1418.0	369.09207	
513	120446.0	24645.861	577.0	60.470318	254.0	42.737026	2.0	1.4448538	1395.0	461.66455	45.0	9.08389	1009.0	129.19322	1448.0	291.68274	920.0	142.65945	2037.0	866.77325	1467.0	383.85883	
514	120176.0	24577.705	599.0	62.573452	255.0	42.883297	2.0	1.4448538	1440.0	475.36615	46.0	9.248981	1027.0	131.74776	1483.0	298.61172	962.0	149.18982	2081.0	883.5976	1529.0	403.05664	
515	119892.0	24510.523	624.0	65.60898	260.0	43.70239	2.0	1.4448538	1496.0	491.8994	46.0	9.234596	1046.0	134.34233	1530.0	307.99377	1008.0	155.7398	2114.0	896.3318	1582.0	418.58176	
516	119636.0	24449.018	640.0	67.46962	262.0	43.968517	1.0	1.0	1556.0	509.9897	49.0	9.779849	1066.0	136.81905	1570.0	315.6119	1047.0	161.37456	2151.0	910.0677	1622.0	430.31723	
517	119354.0	24378.65	660.0	69.439476	262.0	43.931442	1.0	1.0	1618.0	528.6652	48.0	9.600418	1090.0	139.76575	1605.0	322.7818	1091.0	168.24533	2190.0	924.9103	1681.0	448.39902	
518	119062.0	24309.09	676.0	70.97283	266.0	44.52283	1.0	1.0	1688.0	550.7341	51.0	10.147423	1111.0	141.86566	1648.0	331.4155	1148.0	176.61636	2224.0	937.66205	1725.0	461.39404	
519	118792.0	24246.805	709.0	74.05829	265.0	44.347073	1.0	1.0	1746.0	568.88855	52.0	10.320042	1131.0	143.57652	1687.0	339.08093	1193.0	183.48477	2251.0	948.1472	1773.0	475.71082	
520	118506.0	24178.686	733.0	76.3505	265.0	44.327766	1.0	1.0	1807.0	588.6303	54.0	10.641388	1160.0	146.4255	1728.0	346.70065	1234.0	190.50296	2277.0	957.8561	1835.0	494.29495	
521	118202.0	24104.309	762.0	79.76946	264.0	44.139664	1.0	1.0	1883.0	613.9301	52.0	10.251325	1182.0	148.25288	1772.0	355.40875	1286.0	199.0558	2308.0	969.6534	1888.0	509.6412	
522	117898.0	24027.11	781.0	81.94164	262.0	43.734093	1.0	1.0	1959.0	639.042	52.0	10.251325	1201.0	149.61786	1803.0	361.0434	1347.0	209.7298	2349.0	984.7985	1947.0	527.1536	
523	117579.0	23943.367	798.0	84.10511	264.0	44.040154	1.0	1.0	2046.0	668.54236	51.0	10.076398	1215.0	151.24156	1848.0	370.11392	1409.0	219.40524	2379.0	995.90607	2010.0	547.6101	
524	117253.0	23859.877	815.0	86.48334	265.0	44.143703	1.0	1.0	2118.0	693.4103	52.0	10.239224	1250.0	154.59865	1903.0	382.492	1454.0	226.85445	2408.0	1007.2173	2081.0	569.08984	
525	116927.0	23774.697	847.0	91.03513	266.0	44.25913	1.0	1.0	2212.0	725.4668	52.0	10.239224	1269.0	156.57764	1944.0	392.37115	1504.0	235.14941	2434.0	1016.8647	2144.0	587.7348	
526	116615.0	23691.635	862.0	93.46831	272.0	45.182552	1.0	1.0	2294.0	753.0827	51.0	10.035415	1295.0	159.80518	1991.0	403.60324	1548.0	242.71509	2466.0	1028.7526	2205.0	606.127	
527	116293.0	23609.791	889.0	97.09185	276.0	45.72683	1.0	1.0	2369.0	777.40625	50.0	9.822828	1319.0	162.57768	2024.0	411.40833	1595.0	249.84413	2504.0	1043.2552	2280.0	627.51324	
528	115997.0	23531.613	909.0	99.997955	276.0	45.705032	1.0	1.0	2444.0	802.555	49.0	9.644091	1339.0	164.93626	2062.0	420.3821	1641.0	256.79623	2546.0	1058.528	2336.0	644.26746	
529	115691.0	23450.951	923.0	101.8238	274.0	45.360832	1.0	1.0	2511.0	823.6028	46.0	9.072339	1356.0	167.07669	2095.0	427.71954	1697.0	264.93988	2600.0	1078.6438	2406.0	665.24164	
530	115401.0	23374.145	947.0	105.40161	275.0	45.507927	1.0	1.0	2573.0	844.3111	44.0	8.711652	1375.0	169.8803	2131.0	435.31534	1739.0	271.04187	2649.0	1096.3129	2465.0	683.7992	
531	115119.0	23300.457	965.0	107.55854	278.0	45.977062	1.0	1.0	2637.0	864.9652	46.0	9.085881	1395.0	172.88344	2166.0	442.80423	1769.0	275.26996	2694.0	1112.2532	2530.0	703.1637	
532	114839.0	23227.154	975.0	108.63042	279.0	46.088734	1.0	1.0	2695.0	883.79596	47.0	9.252495	1421.0	176.59988	2199.0	450.6939	1803.0	280.15405	2756.0	1133.64	2585.0	718.3963	
533	114548.0	23153.176	991.0	110.30111	282.0	46.533413	1.0	1.0	2752.0	902.70807	48.0	9.462397	1444.0	180.06317	2242.0	460.40973	1846.0	286.05624	2807.0	1151.4779	2639.0	734.1995	
534	114226.0	23067.926	1007.0	112.29484	281.0	46.374393	1.0	1.0	2820.0	924.95264	47.0	9.282274	1466.0	183.33244	2297.0	473.81393	1892.0	292.4476	2865.0	1171.8104	2698.0	752.15	
535	113902.0	22983.814	1036.0	115.608154	282.0	46.499012	1.0	1.0	2895.0	949.18085	47.0	9.269668	1485.0	186.3238	2350.0	486.12546	1931.0	297.9591	2923.0	1192.6394	2748.0	766.98206	
536	113572.0	22895.885	1059.0	118.84136	281.0	46.325726	1.0	1.0	2959.0	969.46576	49.0	9.647504	1509.0	189.95099	2407.0	499.44507	1964.0	302.90878	2990.0	1216.5115	2809.0	785.4169	
537	113221.0	22799.895	1082.0	122.61436	279.0	45.94807	1.0	1.0	3032.0	993.43317	47.0	9.3211975	1533.0	193.52786	2467.0	514.07654	2000.0	308.1523	3070.0	1245.2507	2868.0	802.16644	
538	112820.0	22692.676	1110.0	127.52136	278.0	45.78169	1.0	1.0	3135.0	1027.1915	46.0	9.130597	1561.0	197.74406	2526.0	527.1539	2045.0	314.39346	3149.0	1272.9891	2929.0	819.7812	
539	112437.0	22588.814	1139.0	132.76154	269.0	44.258884	1.0	1.0	3232.0	1058.9828	46.0	9.128059	1593.0	202.36801	2572.0	538.0702	2083.0	319.89178	3223.0	1298.988	3005.0	841.1029	
540	112043.0	22478.234	1166.0	137.78204	266.0	43.74825	1.0	1.0	3335.0	1093.6145	47.0	9.311399	1621.0	206.54233	2619.0	550.0379	2119.0	324.66333	3305.0	1327.1707	3078.0	863.2765	
541	111696.0	22384.533	1199.0	144.42769	265.0	43.640305	1.0	1.0	3436.0	1126.3843	49.0	9.67807	1647.0	210.73688	2642.0	555.7091	2160.0	329.81332	3374.0	1351.5166	3131.0	877.9563	
542	111342.0	22295.443	1237.0	152.53726	266.0	43.83807	1.0	1.0	3523.0	1155.2018	49.0	9.670013	1684.0	215.7517	2664.0	560.07635	2215.0	337.33377	3439.0	1373.1738	3180.0	891.3633	
543	110946.0	22190.76	1277.0	160.58034	263.0	43.496864	1.0	1.0	3633.0	1191.4993	49.0	9.670013	1714.0	220.02042	2701.0	568.73517	2262.0	343.57095	3510.0	1398.1276	3244.0	907.934	
544	110555.0	22088.22	1324.0	170.04288	269.0	44.79997	1.0	1.0	3744.0	1227.684	47.0	9.349367	1743.0	224.41823	2733.0	575.8607	2301.0	348.80655	3585.0	1423.0839	3298.0	922.1314	
545	110178.0	21990.102	1364.0	179.10498	271.0	45.173973	1.0	1.0	3843.0	1260.2183	47.0	9.367107	1772.0	228.19312	2775.0	585.2992	2349.0	355.4977	3658.0	1448.4507	3342.0	932.97656	
546	109788.0	21888.723	1401.0	187.49786	273.0	45.59178	1.0	1.0	3943.0	1292.5758	47.0	9.36628	1800.0	232.28731	2811.0	592.7802	2407.0	363.90106	3738.0	1476.5486	3391.0	945.10895	
547	109378.0	21785.723	1444.0	195.5437	276.0	46.3192	1.0	1.0	4036.0	1322.2871	49.0	9.736095	1839.0	237.23492	2837.0	598.75726	2470.0	372.92392	3820.0	1505.6652	3450.0	960.20807	
548	108993.0	21689.707	1495.0	205.98549	270.0	45.533092	1.0	1.0	4127.0	1351.4177	47.0	9.396551	1881.0	242.93993	2874.0	606.3938	2524.0	380.8428	3890.0	1530.6704	3498.0	971.50244	
549	108632.0	21598.188	1532.0	214.57127	276.0	46.6499	1.0	1.0	4214.0	1379.3488	44.0	8.848093	1924.0	249.61403	2909.0	614.1933	2572.0	387.5849	3947.0	1551.7357	3549.0	983.67914	
550	108242.0	21500.816	1575.0	223.65434	273.0	46.4476	1.0	1.0	4313.0	1411.0382	42.0	8.5147915	1978.0	258.72986	2941.0	621.71735	2628.0	394.87448	4003.0	1571.171	3604.0	997.4638	
551	107803.0	21389.572	1617.0	233.22388	271.0	46.471695	1.0	1.0	4405.0	1440.0552	38.0	7.789229	2036.0	269.34674	2982.0	631.23236	2689.0	403.30438	4085.0	1598.0519	3673.0	1015.3662	
552	107352.0	21279.43	1662.0	241.9564	282.0	48.72875	1.0	1.0	4505.0	1471.9412	38.0	7.787898	2084.0	277.0771	3010.0	636.4056	2758.0	413.0151	4166.0	1625.0139	3742.0	1033.0608	
553	106831.0	21147.28	1728.0	257.24023	289.0	50.099495	1.0	1.0	4616.0	1507.0695	38.0	7.7780113	2141.0	287.64212	3061.0	649.5761	2827.0	422.97726	4266.0	1656.442	3802.0	1048.3007	
554	106315.0	21015.701	1791.0	272.3644	297.0	51.873085	1.0	1.0	4743.0	1546.901	36.0	7.4366045	2196.0	297.2861	3091.0	658.2331	2903.0	433.40262	4366.0	1689.515	3861.0	1061.7051	
555	105758.0	20877.602	1847.0	284.9272	314.0	55.811436	1.0	1.0	4881.0	1589.7952	33.0	6.9010544	2251.0	306.52548	3137.0	668.9981	2985.0	444.81787	4471.0	1722.4467	3922.0	1076.5992	
556	105210.0	20740.623	1889.0	294.3089	325.0	58.86665	1.0	1.0	5007.0	1628.3267	31.0	6.542777	2320.0	318.61716	3180.0	680.10236	3062.0	455.50256	4579.0	1757.151	3996.0	1094.3749	
557	104653.0	20602.014	1935.0	304.99487	338.0	62.046635	1.0	1.0	5141.0	1668.951	29.0	6.1944747	2388.0	330.02942	3223.0	690.3013	3133.0	464.64005	4699.0	1795.0337	4060.0	1110.2261	
558	104068.0	20457.68	1982.0	316.21277	362.0	68.21475	1.0	1.0	5275.0	1709.4855	26.0	5.622674	2455.0	342.40997	3262.0	699.77203	3229.0	477.52808	4809.0	1829.5575	4131.0	1127.9391	
559	103482.0	20318.783	2038.0	328.64914	395.0	75.8637	1.0	1.0	5397.0	1744.7916	27.0	5.8016586	2519.0	353.79547	3308.0	711.5347	3320.0	489.59134	4925.0	1862.924	4188.0	1142.6469	
560	102843.0	20167.14	2092.0	343.875	423.0	82.79629	1.0	1.0	5556.0	1790.91	25.0	5.39438	2586.0	364.63354	3353.0	721.48834	3433.0	503.93243	5035.0	1895.7589	4253.0	1158.4708	
561	102207.0	20014.771	2152.0	357.17694	461.0	92.0712	1.0	1.0	5706.0	1834.6915	23.0	5.010687	2647.0	374.47772	3405.0	733.4803	3529.0	516.1554	5150.0	1931.0402	4319.0	1175.5558	
