SIMULATION PARAMETERS:
n = 270
m = 480
k = 1
p = 10
recruit_likeliness = 0.01
defeat_likeliness = 0.1
starting_control = 100
resource_noise_scale = 0.008784105

SIMULATION DATA:
t	NATION -1 SIZE	NATION -1 RESOURCES	NATION 0 SIZE	NATION 0 RESOURCES	NATION 1 SIZE	NATION 1 RESOURCES	NATION 2 SIZE	NATION 2 RESOURCES	NATION 3 SIZE	NATION 3 RESOURCES	NATION 4 SIZE	NATION 4 RESOURCES	NATION 5 SIZE	NATION 5 RESOURCES	NATION 6 SIZE	NATION 6 RESOURCES	NATION 7 SIZE	NATION 7 RESOURCES	NATION 8 SIZE	NATION 8 RESOURCES	NATION 9 SIZE	NATION 9 RESOURCES	
1023	2162.0	354.36127	11197.0	2274.1448	2992.0	948.73315	1.0	1.0	30083.0	6717.8506	1.0	1.0	258.0	37.912422	23364.0	4086.5654	1.0	1.0	36537.0	6869.74	23004.0	5743.063	
1024	2144.0	351.29752	11177.0	2273.7368	2946.0	938.2347	1.0	1.0	30098.0	6720.1733	1.0	1.0	243.0	35.592026	23374.0	4086.6025	1.0	1.0	36562.0	6871.612	23053.0	5755.123	
1025	2124.0	347.16434	11161.0	2274.1355	2913.0	929.63257	1.0	1.0	30115.0	6722.5874	1.0	1.0	233.0	34.05419	23384.0	4087.606	1.0	1.0	36581.0	6873.4004	23086.0	5763.791	
1026	2098.0	343.9897	11137.0	2274.3682	2873.0	918.73944	1.0	1.0	30128.0	6724.539	1.0	1.0	223.0	32.604927	23399.0	4088.5278	1.0	1.0	36611.0	6875.353	23128.0	5774.248	
1027	2087.0	342.37302	11117.0	2274.725	2831.0	907.05695	1.0	1.0	30138.0	6726.6465	1.0	1.0	213.0	31.046032	23403.0	4087.692	1.0	1.0	36638.0	6877.385	23170.0	5785.4463	
1028	2066.0	338.5812	11089.0	2274.0298	2792.0	896.67474	1.0	1.0	30153.0	6728.8887	1.0	1.0	199.0	28.89254	23416.0	4088.3296	1.0	1.0	36666.0	6879.549	23216.0	5797.427	
1029	2054.0	336.0566	11076.0	2275.5774	2739.0	882.6977	1.0	1.0	30171.0	6731.202	1.0	1.0	178.0	25.73951	23427.0	4088.9106	1.0	1.0	36689.0	6881.853	23263.0	5810.3325	
1030	2038.0	333.03732	11060.0	2276.7761	2695.0	871.2401	1.0	1.0	30188.0	6733.8477	1.0	1.0	162.0	23.195122	23433.0	4088.5898	1.0	1.0	36720.0	6885.082	23301.0	5820.6016	
1031	2023.0	329.943	11044.0	2276.4072	2660.0	863.31213	1.0	1.0	30203.0	6736.2603	1.0	1.0	151.0	21.658424	23433.0	4087.873	1.0	1.0	36741.0	6886.7437	23342.0	5830.1724	
1032	2004.0	327.14484	11022.0	2275.344	2638.0	858.14844	1.0	1.0	30224.0	6739.565	1.0	1.0	137.0	19.662418	23437.0	4087.142	1.0	1.0	36767.0	6888.6655	23368.0	5836.6987	
1033	1990.0	324.40286	11005.0	2275.0352	2598.0	847.59503	1.0	1.0	30238.0	6741.926	1.0	1.0	127.0	18.254189	23441.0	4086.4229	1.0	1.0	36787.0	6890.6436	23411.0	5848.0894	
1034	1974.0	322.2867	10993.0	2274.9333	2573.0	842.3313	1.0	1.0	30247.0	6743.738	1.0	1.0	124.0	17.79676	23437.0	4084.173	1.0	1.0	36808.0	6892.503	23441.0	5854.6055	
1035	1953.0	320.07483	10973.0	2274.9421	2537.0	833.43427	1.0	1.0	30261.0	6745.945	1.0	1.0	113.0	16.060547	23446.0	4084.1858	1.0	1.0	36838.0	6894.792	23476.0	5862.9326	
1036	1943.0	318.22223	10948.0	2273.754	2502.0	824.6692	1.0	1.0	30271.0	6747.434	1.0	1.0	104.0	14.766114	23453.0	4083.6912	1.0	1.0	36862.0	6897.2983	23514.0	5872.5312	
1037	1929.0	316.26154	10924.0	2273.0952	2456.0	813.07495	1.0	1.0	30286.0	6749.9604	1.0	1.0	95.0	13.488828	23463.0	4083.8445	1.0	1.0	36886.0	6898.797	23558.0	5883.8447	
1038	1921.0	314.65262	10906.0	2273.1104	2402.0	800.50995	1.0	1.0	30295.0	6751.4263	1.0	1.0	86.0	12.297397	23480.0	4085.7053	1.0	1.0	36906.0	6899.8687	23601.0	5894.797	
1039	1905.0	312.09613	10883.0	2272.0964	2365.0	790.47	1.0	1.0	30303.0	6752.588	1.0	1.0	80.0	11.361891	23483.0	4084.052	1.0	1.0	36929.0	6902.091	23649.0	5907.6133	
1040	1892.0	310.47986	10875.0	2272.5405	2311.0	777.4556	1.0	1.0	30313.0	6754.709	1.0	1.0	76.0	10.7174225	23481.0	4082.3123	1.0	1.0	36945.0	6903.392	23704.0	5920.7583	
1041	1875.0	307.4669	10858.0	2272.8147	2272.0	766.6015	1.0	1.0	30324.0	6756.62	1.0	1.0	68.0	9.662805	23495.0	4083.1077	1.0	1.0	36962.0	6904.449	23743.0	5931.643	
1042	1857.0	304.37125	10845.0	2273.6382	2232.0	756.54596	1.0	1.0	30337.0	6758.8125	1.0	1.0	62.0	8.775789	23495.0	4081.5437	1.0	1.0	36981.0	6906.0054	23788.0	5942.673	
1043	1841.0	301.6541	10830.0	2273.5305	2209.0	751.2518	1.0	1.0	30345.0	6760.379	1.0	1.0	58.0	8.270918	23497.0	4080.5823	1.0	1.0	37004.0	6907.7407	23813.0	5948.9556	
1044	1825.0	299.44263	10803.0	2272.6067	2167.0	740.2013	1.0	1.0	30355.0	6761.9478	1.0	1.0	52.0	7.5111933	23501.0	4079.7537	1.0	1.0	37032.0	6909.553	23862.0	5961.3486	
1045	1815.0	297.87766	10787.0	2272.608	2119.0	728.23615	1.0	1.0	30363.0	6763.211	1.0	1.0	47.0	6.879483	23506.0	4079.6785	1.0	1.0	37061.0	6912.324	23899.0	5971.55	
1046	1805.0	296.0391	10780.0	2272.5115	2082.0	718.52374	1.0	1.0	30370.0	6764.5557	1.0	1.0	43.0	6.2564692	23502.0	4078.9788	1.0	1.0	37075.0	6913.126	23940.0	5982.378	
1047	1793.0	294.54065	10752.0	2270.7502	2033.0	705.63556	1.0	1.0	30377.0	6765.9077	1.0	1.0	38.0	5.5944705	23508.0	4077.6707	1.0	1.0	37102.0	6914.848	23994.0	5997.42	
1048	1772.0	290.7749	10728.0	2270.7476	2000.0	695.7664	1.0	1.0	30388.0	6767.7686	1.0	1.0	33.0	4.96624	23510.0	4077.2302	1.0	1.0	37132.0	6916.61	24034.0	6008.506	
1049	1739.0	285.78024	10708.0	2270.827	1955.0	684.54675	1.0	1.0	30406.0	6770.448	1.0	1.0	25.0	3.941728	23521.0	4076.5764	1.0	1.0	37161.0	6918.714	24082.0	6021.5327	
1050	1719.0	282.6858	10691.0	2270.9229	1930.0	677.3143	1.0	1.0	30418.0	6772.8545	1.0	1.0	22.0	3.577398	23525.0	4075.4985	1.0	1.0	37178.0	6919.7896	24114.0	6029.7266	
1051	1701.0	280.8026	10671.0	2271.3623	1890.0	665.18335	1.0	1.0	30428.0	6774.2524	1.0	1.0	20.0	3.3386037	23534.0	4075.3315	1.0	1.0	37198.0	6921.1475	24155.0	6040.95	
1052	1697.0	280.67676	10652.0	2271.456	1858.0	657.2518	1.0	1.0	30434.0	6775.269	1.0	1.0	19.0	3.229046	23541.0	4074.02	1.0	1.0	37212.0	6921.8237	24184.0	6048.641	
1053	1681.0	277.53036	10634.0	2271.8872	1822.0	647.707	1.0	1.0	30440.0	6776.2446	1.0	1.0	18.0	3.0999029	23533.0	4071.3018	1.0	1.0	37243.0	6924.178	24226.0	6060.4185	
1054	1666.0	274.94604	10616.0	2272.3281	1788.0	637.4994	1.0	1.0	30443.0	6777.255	1.0	1.0	16.0	2.8612216	23544.0	4072.2673	1.0	1.0	37265.0	6925.693	24259.0	6069.515	
1055	1655.0	272.89767	10596.0	2271.6738	1756.0	629.03766	1.0	1.0	30445.0	6777.5576	1.0	1.0	16.0	2.8612216	23539.0	4069.697	1.0	1.0	37286.0	6927.2334	24304.0	6081.4062	
1056	1647.0	271.47635	10581.0	2271.8972	1714.0	618.1123	1.0	1.0	30454.0	6779.206	1.0	1.0	13.0	2.48736	23535.0	4067.658	1.0	1.0	37306.0	6928.6416	24347.0	6092.886	
1057	1633.0	269.01917	10569.0	2273.6514	1678.0	608.54535	1.0	1.0	30454.0	6779.3276	1.0	1.0	12.0	2.3696768	23530.0	4065.8435	1.0	1.0	37327.0	6930.0674	24394.0	6103.538	
1058	1627.0	268.72656	10549.0	2274.1506	1628.0	593.38947	1.0	1.0	30458.0	6780.1196	1.0	1.0	11.0	2.2429194	23534.0	4065.3386	1.0	1.0	37351.0	6931.61	24439.0	6116.786	
1059	1596.0	263.28818	10531.0	2274.004	1598.0	584.25696	1.0	1.0	30465.0	6781.1694	1.0	1.0	9.0	1.9847082	23531.0	4062.7825	1.0	1.0	37376.0	6933.7314	24491.0	6131.1455	
1060	1589.0	261.74808	10510.0	2273.27	1566.0	575.7709	1.0	1.0	30472.0	6782.3237	1.0	1.0	9.0	1.9847082	23522.0	4059.488	1.0	1.0	37394.0	6934.9004	24535.0	6142.8765	
1061	1579.0	260.85272	10477.0	2271.7393	1537.0	566.3587	1.0	1.0	30476.0	6783.0747	1.0	1.0	9.0	1.9847082	23520.0	4057.7424	1.0	1.0	37424.0	6936.8945	24575.0	6153.7183	
1062	1562.0	257.57745	10456.0	2271.476	1497.0	555.23474	1.0	1.0	30478.0	6783.82	1.0	1.0	9.0	1.9847082	23525.0	4057.1592	1.0	1.0	37445.0	6938.203	24625.0	6166.9116	
1063	1549.0	255.1879	10430.0	2271.5159	1454.0	542.9546	1.0	1.0	30480.0	6784.7534	1.0	1.0	8.0	1.8517748	23527.0	4055.106	1.0	1.0	37476.0	6940.2515	24673.0	6180.743	
1064	1526.0	250.94237	10409.0	2271.2573	1421.0	534.31006	1.0	1.0	30483.0	6785.3286	1.0	1.0	7.0	1.7320564	23529.0	4053.286	1.0	1.0	37499.0	6941.8706	24723.0	6193.637	
1065	1511.0	249.05302	10388.0	2271.1086	1379.0	521.6986	1.0	1.0	30491.0	6786.711	1.0	1.0	6.0	1.6047322	23532.0	4051.3704	1.0	1.0	37517.0	6943.272	24773.0	6207.5474	
1066	1506.0	247.76566	10364.0	2269.8665	1351.0	513.46454	1.0	1.0	30491.0	6786.8037	1.0	1.0	4.0	1.3506601	23536.0	4050.3	1.0	1.0	37534.0	6944.3354	24811.0	6218.479	
1067	1485.0	243.83525	10343.0	2270.322	1312.0	501.48807	1.0	1.0	30495.0	6787.6465	1.0	1.0	2.0	1.124978	23536.0	4048.6409	1.0	1.0	37560.0	6945.9546	24864.0	6233.3545	
1068	1472.0	242.18466	10338.0	2272.3494	1272.0	489.69	1.0	1.0	30499.0	6788.0283	1.0	1.0	2.0	1.124978	23531.0	4046.968	1.0	1.0	37574.0	6946.8354	24909.0	6245.189	
1069	1454.0	238.02443	10329.0	2274.6064	1235.0	478.61026	1.0	1.0	30503.0	6789.038	1.0	1.0	2.0	1.124978	23525.0	4044.7053	1.0	1.0	37594.0	6948.178	24955.0	6258.081	
1070	1444.0	235.62663	10297.0	2272.7576	1208.0	470.77722	1.0	1.0	30515.0	6791.575	1.0	1.0	2.0	1.124978	23521.0	4040.8171	1.0	1.0	37616.0	6950.4424	24994.0	6269.246	
1071	1438.0	234.8644	10280.0	2273.3271	1165.0	457.9378	1.0	1.0	30518.0	6792.328	1.0	1.0	2.0	1.124978	23511.0	4037.283	1.0	1.0	37637.0	6951.759	25046.0	6283.743	
1072	1424.0	232.32011	10262.0	2273.8276	1119.0	443.03497	1.0	1.0	30522.0	6793.0713	1.0	1.0	1.0	1.0	23507.0	4035.0334	1.0	1.0	37663.0	6953.799	25099.0	6300.281	
1073	1410.0	229.96855	10239.0	2273.5437	1086.0	431.74637	1.0	1.0	30525.0	6793.4614	1.0	1.0	1.0	1.0	23502.0	4032.8242	1.0	1.0	37685.0	6955.115	25149.0	6314.709	
1074	1389.0	226.03201	10221.0	2273.9746	1048.0	419.82074	1.0	1.0	30527.0	6794.287	1.0	1.0	1.0	1.0	23503.0	4031.1914	1.0	1.0	37710.0	6957.0913	25198.0	6328.9727	
1075	1376.0	222.92839	10201.0	2274.5247	1019.0	411.15018	1.0	1.0	30531.0	6795.6387	1.0	1.0	1.0	1.0	23492.0	4028.018	1.0	1.0	37735.0	6958.5815	25242.0	6340.5244	
1076	1361.0	220.53098	10181.0	2273.5217	984.0	400.4121	1.0	1.0	30536.0	6796.575	1.0	1.0	1.0	1.0	23486.0	4025.9722	1.0	1.0	37747.0	6959.389	25301.0	6354.964	
1077	1351.0	218.8402	10163.0	2273.896	957.0	391.35962	1.0	1.0	30538.0	6797.465	1.0	1.0	1.0	1.0	23475.0	4022.6592	1.0	1.0	37766.0	6960.9326	25346.0	6366.2173	
1078	1348.0	218.3883	10149.0	2274.0527	928.0	382.138	1.0	1.0	30545.0	6798.666	1.0	1.0	1.0	1.0	23459.0	4018.9312	1.0	1.0	37781.0	6962.0186	25386.0	6377.1733	
1079	1339.0	217.68106	10131.0	2273.0544	900.0	373.237	1.0	1.0	30554.0	6799.592	1.0	1.0	1.0	1.0	23445.0	4016.0981	1.0	1.0	37796.0	6962.863	25431.0	6388.8384	
1080	1327.0	215.86731	10109.0	2271.2258	872.0	364.33755	1.0	1.0	30552.0	6799.6064	1.0	1.0	1.0	1.0	23445.0	4014.8923	1.0	1.0	37815.0	6964.266	25476.0	6401.17	
1081	1323.0	217.5417	10084.0	2268.7825	835.0	351.48526	1.0	1.0	30553.0	6799.806	1.0	1.0	1.0	1.0	23442.0	4012.9653	1.0	1.0	37833.0	6965.6523	25526.0	6415.1313	
1082	1312.0	214.9729	10059.0	2268.343	809.0	341.8914	1.0	1.0	30564.0	6801.9204	1.0	1.0	1.0	1.0	23424.0	4008.7815	1.0	1.0	37853.0	6966.8438	25575.0	6428.609	
1083	1298.0	212.29991	10041.0	2267.6016	789.0	334.32428	1.0	1.0	30566.0	6802.4663	1.0	1.0	1.0	1.0	23415.0	4006.214	1.0	1.0	37871.0	6967.981	25616.0	6440.4775	
1084	1291.0	211.23825	10019.0	2266.4912	772.0	328.65207	1.0	1.0	30576.0	6803.974	1.0	1.0	1.0	1.0	23400.0	4001.844	1.0	1.0	37887.0	6969.156	25651.0	6450.0107	
1085	1283.0	209.29173	9987.0	2264.6238	752.0	321.6891	1.0	1.0	30579.0	6804.725	1.0	1.0	1.0	1.0	23399.0	3998.981	1.0	1.0	37910.0	6970.742	25686.0	6461.313	
1086	1272.0	208.48291	9957.0	2262.6985	728.0	313.1377	1.0	1.0	30585.0	6805.6978	1.0	1.0	1.0	1.0	23401.0	3997.6514	1.0	1.0	37932.0	6972.346	25721.0	6471.3516	
1087	1262.0	207.28421	9931.0	2260.8699	701.0	303.05603	1.0	1.0	30586.0	6806.2925	1.0	1.0	1.0	1.0	23395.0	3995.345	1.0	1.0	37955.0	6973.75	25766.0	6484.767	
1088	1248.0	205.03474	9901.0	2258.7456	687.0	298.36362	1.0	1.0	30592.0	6807.492	1.0	1.0	1.0	1.0	23396.0	3993.7454	1.0	1.0	37974.0	6975.047	25798.0	6492.936	
1089	1246.0	206.62791	9880.0	2256.6653	665.0	290.46912	1.0	1.0	30595.0	6808.1763	1.0	1.0	1.0	1.0	23385.0	3990.4749	1.0	1.0	37991.0	6976.161	25834.0	6502.789	
1090	1230.0	204.64806	9864.0	2256.1404	646.0	283.30676	1.0	1.0	30593.0	6808.1274	1.0	1.0	1.0	1.0	23385.0	3988.838	1.0	1.0	38008.0	6977.5337	25870.0	6512.769	
1091	1221.0	202.70119	9841.0	2255.6814	623.0	274.6976	1.0	1.0	30594.0	6808.485	1.0	1.0	1.0	1.0	23378.0	3987.1492	1.0	1.0	38035.0	6979.184	25904.0	6523.4653	
1092	1204.0	199.03374	9813.0	2252.8206	609.0	269.15024	1.0	1.0	30600.0	6809.293	1.0	1.0	1.0	1.0	23371.0	3985.1257	1.0	1.0	38051.0	6980.298	25948.0	6535.639	
1093	1197.0	198.29298	9790.0	2250.534	599.0	265.0787	1.0	1.0	30603.0	6810.3125	1.0	1.0	1.0	1.0	23367.0	3982.9185	1.0	1.0	38069.0	6981.4165	25971.0	6542.807	
1094	1195.0	197.54327	9768.0	2248.5015	581.0	258.13516	1.0	1.0	30604.0	6810.7607	1.0	1.0	1.0	1.0	23352.0	3979.442	1.0	1.0	38084.0	6982.793	26012.0	6554.1836	
1095	1183.0	195.32755	9743.0	2246.2053	564.0	251.32191	1.0	1.0	30610.0	6811.8945	1.0	1.0	1.0	1.0	23340.0	3975.2183	1.0	1.0	38100.0	6983.8477	26056.0	6567.543	
1096	1177.0	194.52332	9725.0	2245.438	540.0	242.12746	1.0	1.0	30612.0	6812.679	1.0	1.0	1.0	1.0	23329.0	3972.7134	1.0	1.0	38119.0	6985.179	26094.0	6578.7017	
1097	1165.0	192.0278	9701.0	2244.005	521.0	234.25305	1.0	1.0	30618.0	6813.561	1.0	1.0	1.0	1.0	23311.0	3969.1626	1.0	1.0	38142.0	6986.487	26138.0	6591.8623	
1098	1154.0	189.8967	9676.0	2241.7288	509.0	228.82881	1.0	1.0	30621.0	6813.9224	1.0	1.0	1.0	1.0	23303.0	3966.901	1.0	1.0	38157.0	6987.522	26176.0	6602.562	
1099	1143.0	187.85834	9658.0	2241.0422	487.0	219.8627	1.0	1.0	30625.0	6815.069	1.0	1.0	1.0	1.0	23286.0	3961.7476	1.0	1.0	38174.0	6988.4326	26223.0	6617.3486	
1100	1136.0	187.2786	9638.0	2239.7544	462.0	209.78696	1.0	1.0	30625.0	6815.4956	1.0	1.0	1.0	1.0	23277.0	3959.4116	1.0	1.0	38191.0	6989.5317	26267.0	6630.1006	
1101	1125.0	185.75371	9610.0	2237.1538	448.0	204.38736	1.0	1.0	30627.0	6816.2983	1.0	1.0	1.0	1.0	23275.0	3957.0674	1.0	1.0	38210.0	6990.711	26301.0	6639.9893	
1102	1121.0	185.57242	9583.0	2235.1028	425.0	195.26437	1.0	1.0	30632.0	6817.3843	1.0	1.0	1.0	1.0	23263.0	3953.051	1.0	1.0	38230.0	6991.7886	26342.0	6653.198	
1103	1118.0	185.14346	9551.0	2231.6582	411.0	189.33177	1.0	1.0	30634.0	6818.1978	1.0	1.0	1.0	1.0	23248.0	3949.3796	1.0	1.0	38254.0	6993.3877	26380.0	6664.2656	
1104	1109.0	183.82744	9522.0	2229.7642	391.0	180.27725	1.0	1.0	30638.0	6818.7437	1.0	1.0	1.0	1.0	23246.0	3946.9768	1.0	1.0	38271.0	6994.409	26419.0	6677.3687	
1105	1101.0	182.64383	9497.0	2227.2454	378.0	174.43416	1.0	1.0	30638.0	6819.1753	1.0	1.0	1.0	1.0	23235.0	3943.477	1.0	1.0	38290.0	6995.6255	26457.0	6688.766	
1106	1092.0	182.2243	9467.0	2223.5413	364.0	168.66745	1.0	1.0	30640.0	6819.9795	1.0	1.0	1.0	1.0	23227.0	3940.9722	1.0	1.0	38315.0	6997.5273	26491.0	6698.4565	
1107	1085.0	181.55469	9442.0	2219.56	349.0	162.24536	1.0	1.0	30641.0	6820.376	1.0	1.0	1.0	1.0	23221.0	3938.8706	1.0	1.0	38327.0	6998.4893	26531.0	6710.2715	
1108	1081.0	181.53465	9419.0	2215.9023	336.0	156.54463	1.0	1.0	30644.0	6821.165	1.0	1.0	1.0	1.0	23210.0	3934.718	1.0	1.0	38337.0	6999.0454	26569.0	6722.4565	
1109	1073.0	180.21484	9398.0	2213.0215	323.0	150.77235	1.0	1.0	30646.0	6821.582	1.0	1.0	1.0	1.0	23204.0	3932.9958	1.0	1.0	38353.0	7000.4604	26599.0	6732.3154	
1110	1064.0	179.43521	9369.0	2209.527	310.0	144.83397	1.0	1.0	30649.0	6822.2637	1.0	1.0	1.0	1.0	23195.0	3929.778	1.0	1.0	38373.0	7001.9546	26636.0	6743.57	
1111	1054.0	177.9441	9335.0	2204.3955	294.0	137.59587	1.0	1.0	30651.0	6822.8496	1.0	1.0	1.0	1.0	23187.0	3927.4192	1.0	1.0	38391.0	7003.2954	26684.0	6757.8647	
1112	1045.0	176.79016	9309.0	2201.4602	278.0	130.49	1.0	1.0	30653.0	6823.3975	1.0	1.0	1.0	1.0	23176.0	3924.6833	1.0	1.0	38407.0	7004.3325	26728.0	6770.21	
1113	1031.0	174.07652	9279.0	2198.6042	260.0	122.42771	1.0	1.0	30654.0	6823.4814	1.0	1.0	1.0	1.0	23176.0	3923.482	1.0	1.0	38425.0	7005.568	26771.0	6783.722	
1114	1021.0	172.62505	9260.0	2195.9045	241.0	113.60267	1.0	1.0	30660.0	6824.6274	1.0	1.0	1.0	1.0	23153.0	3918.2407	1.0	1.0	38440.0	7006.5312	26821.0	6799.83	
1115	1015.0	171.32565	9236.0	2192.0808	234.0	110.360565	1.0	1.0	30665.0	6825.9526	1.0	1.0	1.0	1.0	23139.0	3913.7834	1.0	1.0	38449.0	7007.207	26858.0	6810.652	
1116	1011.0	171.91473	9212.0	2188.467	214.0	101.11811	1.0	1.0	30669.0	6826.528	1.0	1.0	1.0	1.0	23131.0	3912.524	1.0	1.0	38466.0	7008.3022	26893.0	6822.5083	
1117	1002.0	169.62315	9184.0	2183.9487	206.0	97.410995	1.0	1.0	30668.0	6826.573	1.0	1.0	1.0	1.0	23122.0	3910.533	1.0	1.0	38484.0	7009.5103	26930.0	6833.762	
1118	991.0	168.23242	9151.0	2180.6382	195.0	92.40299	1.0	1.0	30668.0	6826.8174	1.0	1.0	1.0	1.0	23123.0	3909.5564	1.0	1.0	38509.0	7011.2607	26959.0	6842.4546	
1119	983.0	166.54623	9129.0	2177.824	182.0	86.51587	1.0	1.0	30669.0	6827.126	1.0	1.0	1.0	1.0	23109.0	3906.1824	1.0	1.0	38525.0	7012.27	26999.0	6854.898	
1120	973.0	165.99637	9098.0	2173.3408	163.0	77.73961	1.0	1.0	30673.0	6827.6797	1.0	1.0	1.0	1.0	23102.0	3904.0493	1.0	1.0	38543.0	7013.4834	27044.0	6869.0684	
1121	965.0	165.29929	9061.0	2167.6877	153.0	73.08983	1.0	1.0	30679.0	6829.2188	1.0	1.0	1.0	1.0	23098.0	3901.9448	1.0	1.0	38565.0	7015.1055	27075.0	6879.0107	
1122	950.0	163.21417	9032.0	2163.6104	143.0	68.264534	1.0	1.0	30681.0	6829.8887	1.0	1.0	1.0	1.0	23092.0	3899.2334	1.0	1.0	38587.0	7016.7026	27111.0	6890.442	
1123	944.0	162.52928	9009.0	2160.605	132.0	63.320644	1.0	1.0	30687.0	6831.316	1.0	1.0	1.0	1.0	23074.0	3894.5615	1.0	1.0	38601.0	7017.701	27149.0	6901.3237	
1124	934.0	161.24896	8978.0	2156.1958	120.0	57.57858	1.0	1.0	30691.0	6832.236	1.0	1.0	1.0	1.0	23063.0	3890.63	1.0	1.0	38620.0	7019.023	27190.0	6914.445	
1125	920.0	157.87057	8949.0	2152.2173	111.0	53.311512	1.0	1.0	30693.0	6832.846	1.0	1.0	1.0	1.0	23053.0	3886.957	1.0	1.0	38640.0	7020.654	27230.0	6927.503	
1126	915.0	157.40411	8929.0	2149.5496	92.0	44.29081	1.0	1.0	30698.0	6834.1685	1.0	1.0	1.0	1.0	23041.0	3884.431	1.0	1.0	38655.0	7021.674	27266.0	6939.8403	
1127	908.0	156.7953	8904.0	2145.815	79.0	38.13873	1.0	1.0	30702.0	6835.349	1.0	1.0	1.0	1.0	23023.0	3881.4182	1.0	1.0	38677.0	7023.0044	27303.0	6950.838	
1128	896.0	155.38411	8879.0	2142.5073	67.0	32.446655	1.0	1.0	30709.0	6836.4927	1.0	1.0	1.0	1.0	23016.0	3879.8303	1.0	1.0	38692.0	7023.813	27337.0	6960.8833	
1129	888.0	153.95062	8857.0	2139.2935	58.0	28.11792	1.0	1.0	30712.0	6837.189	1.0	1.0	1.0	1.0	23006.0	3877.0244	1.0	1.0	38704.0	7024.63	27371.0	6971.1523	
1130	884.0	152.9949	8822.0	2133.5908	48.0	23.549084	1.0	1.0	30716.0	6838.11	1.0	1.0	1.0	1.0	23003.0	3875.8599	1.0	1.0	38720.0	7025.7837	27403.0	6981.467	
1131	875.0	151.55214	8795.0	2129.5144	38.0	18.806957	1.0	1.0	30716.0	6838.205	1.0	1.0	1.0	1.0	22999.0	3874.3809	1.0	1.0	38737.0	7027.2134	27436.0	6991.683	
1132	866.0	148.89319	8771.0	2126.525	37.0	18.321278	1.0	1.0	30717.0	6838.6787	1.0	1.0	1.0	1.0	22996.0	3872.2314	1.0	1.0	38748.0	7028.0444	27461.0	6998.662	
1133	858.0	147.68266	8738.0	2121.0166	34.0	16.881363	1.0	1.0	30721.0	6839.4014	1.0	1.0	1.0	1.0	22980.0	3869.4846	1.0	1.0	38769.0	7029.5034	27496.0	7007.387	
1134	851.0	146.93314	8713.0	2116.5767	31.0	15.550598	1.0	1.0	30725.0	6840.2725	1.0	1.0	1.0	1.0	22969.0	3866.2507	1.0	1.0	38783.0	7030.7764	27524.0	7014.996	
1135	848.0	145.64766	8682.0	2111.2483	29.0	14.560518	1.0	1.0	30728.0	6841.127	1.0	1.0	1.0	1.0	22945.0	3860.7559	1.0	1.0	38803.0	7032.255	27561.0	7025.7617	
1136	834.0	142.46906	8651.0	2105.2886	27.0	13.617108	1.0	1.0	30736.0	6842.592	1.0	1.0	1.0	1.0	22936.0	3858.313	1.0	1.0	38819.0	7034.08	27593.0	7034.993	
1137	830.0	142.33908	8612.0	2098.0176	23.0	11.719551	1.0	1.0	30737.0	6842.9316	1.0	1.0	1.0	1.0	22926.0	3856.063	1.0	1.0	38838.0	7035.3486	27630.0	7044.935	
1138	827.0	143.19354	8578.0	2091.0195	16.0	8.3116665	1.0	1.0	30739.0	6843.4844	1.0	1.0	1.0	1.0	22921.0	3854.4116	1.0	1.0	38850.0	7036.2095	27665.0	7054.7266	
1139	806.0	137.57028	8535.0	2082.0952	14.0	7.319188	1.0	1.0	30746.0	6845.1313	1.0	1.0	1.0	1.0	22915.0	3852.4917	1.0	1.0	38871.0	7037.9663	27709.0	7068.78	
1140	798.0	135.54196	8504.0	2077.1863	12.0	6.3280134	1.0	1.0	30746.0	6845.0054	1.0	1.0	1.0	1.0	22901.0	3849.1035	1.0	1.0	38888.0	7039.4043	27747.0	7078.783	
1141	788.0	134.61919	8467.0	2071.1924	9.0	4.8852262	1.0	1.0	30748.0	6845.6714	1.0	1.0	1.0	1.0	22900.0	3847.8352	1.0	1.0	38904.0	7040.482	27780.0	7086.6665	
1142	783.0	133.24559	8443.0	2066.6938	8.0	4.3988495	1.0	1.0	30749.0	6846.062	1.0	1.0	1.0	1.0	22884.0	3844.7952	1.0	1.0	38919.0	7041.6978	27810.0	7094.459	
1143	772.0	131.2319	8421.0	2063.3599	7.0	3.909251	1.0	1.0	30748.0	6846.5884	1.0	1.0	1.0	1.0	22884.0	3843.8025	1.0	1.0	38935.0	7042.7334	27829.0	7099.728	
1144	767.0	130.29315	8384.0	2056.975	6.0	3.4365106	1.0	1.0	30749.0	6846.9507	1.0	1.0	1.0	1.0	22873.0	3840.4495	1.0	1.0	38950.0	7043.7207	27867.0	7109.53	
1145	759.0	128.74875	8356.0	2052.0044	6.0	3.4365106	1.0	1.0	30747.0	6847.096	1.0	1.0	1.0	1.0	22855.0	3835.5957	1.0	1.0	38969.0	7045.1265	27904.0	7119.3438	
1146	752.0	128.0595	8327.0	2045.8823	4.0	2.4453673	1.0	1.0	30744.0	6846.8657	1.0	1.0	1.0	1.0	22841.0	3833.3813	1.0	1.0	38985.0	7046.1147	27943.0	7128.6045	
1147	746.0	127.58781	8305.0	2042.7329	3.0	1.9565135	1.0	1.0	30746.0	6847.5815	1.0	1.0	1.0	1.0	22827.0	3830.1953	1.0	1.0	39002.0	7047.229	27967.0	7134.069	
